curve,m_phi_GeV,gamma_GeV
hadrons,1.8917070743e+00,7.8845764711e-08
hadrons,1.8921279271e+00,7.8845764711e-08
hadrons,1.8924436349e+00,7.8828956288e-08
hadrons,1.8932857619e+00,7.8812155749e-08
hadrons,1.8948657399e+00,7.8761775614e-08
hadrons,1.8952872954e+00,7.8761775614e-08
hadrons,1.8957089446e+00,7.8744985096e-08
hadrons,1.8964470634e+00,7.8728202454e-08
hadrons,1.8968689707e+00,7.8728202454e-08
hadrons,1.8972909718e+00,7.8711423389e-08
hadrons,1.8981352558e+00,7.8694643605e-08
hadrons,1.8984519659e+00,7.8694643605e-08
hadrons,1.8988743193e+00,7.8677871692e-08
hadrons,1.8997193079e+00,7.8677871692e-08
hadrons,1.8998249511e+00,7.8661103353e-08
hadrons,1.9006703627e+00,7.8661103353e-08
hadrons,1.9007760589e+00,7.8644338589e-08
hadrons,1.9113760898e+00,7.8644338589e-08
hadrons,1.9118013184e+00,7.8627577397e-08
hadrons,1.9122266416e+00,7.8627577397e-08
hadrons,1.9126520594e+00,7.8610815487e-08
hadrons,1.9135031790e+00,7.8594061440e-08
hadrons,1.9153130863e+00,7.8560559771e-08
hadrons,1.9155261131e+00,7.8560559771e-08
hadrons,1.9157391635e+00,7.8543816434e-08
hadrons,1.9160588109e+00,7.8543816434e-08
hadrons,1.9169114465e+00,7.8527076666e-08
hadrons,1.9186178561e+00,7.8476874483e-08
hadrons,1.9189379838e+00,7.8476874483e-08
hadrons,1.9193648947e+00,7.8460148983e-08
hadrons,1.9202190015e+00,7.8443427047e-08
hadrons,1.9218214831e+00,7.8409989587e-08
hadrons,1.9222490355e+00,7.8409989587e-08
hadrons,1.9226766830e+00,7.8393278341e-08
hadrons,1.9235322635e+00,7.8376570657e-08
hadrons,1.9251374827e+00,7.8359866533e-08
hadrons,1.9284592314e+00,7.8309771247e-08
hadrons,1.9285664729e+00,7.8309771247e-08
hadrons,1.9286737478e+00,7.8293077088e-08
hadrons,1.9293173851e+00,7.8293077088e-08
hadrons,1.9302832576e+00,7.8276390760e-08
hadrons,1.9320015706e+00,7.8259707987e-08
hadrons,1.9321090366e+00,7.8259707987e-08
hadrons,1.9322164810e+00,7.8243028771e-08
hadrons,1.9329688144e+00,7.8243028771e-08
hadrons,1.9338289749e+00,7.8226353108e-08
hadrons,1.9356580800e+00,7.8209676733e-08
hadrons,1.9360887107e+00,7.8209676733e-08
hadrons,1.9365194372e+00,7.8193008179e-08
hadrons,1.9375966865e+00,7.8193008179e-08
hadrons,1.9378121917e+00,7.8176343177e-08
hadrons,1.9394293553e+00,7.8176343177e-08
hadrons,1.9396450643e+00,7.8159677463e-08
hadrons,1.9552403337e+00,7.8159677463e-08
hadrons,1.9569808632e+00,7.8143019565e-08
hadrons,1.9586140236e+00,7.8143019565e-08
hadrons,1.9603575563e+00,7.8126365218e-08
hadrons,1.9611208468e+00,7.8126365218e-08
hadrons,1.9619935348e+00,7.8109714420e-08
hadrons,1.9640677044e+00,7.8109714420e-08
hadrons,1.9645046834e+00,7.8093067171e-08
hadrons,1.9652695606e+00,7.8093067171e-08
hadrons,1.9670190180e+00,7.8076419209e-08
hadrons,1.9703034632e+00,7.8059779056e-08
hadrons,1.9721670676e+00,7.8059779056e-08
hadrons,1.9722767397e+00,7.8043142449e-08
hadrons,1.9764490817e+00,7.8043142449e-08
hadrons,1.9766689082e+00,7.8026505130e-08
hadrons,1.9795290756e+00,7.8026505130e-08
hadrons,1.9796391571e+00,7.8043142449e-08
hadrons,1.9817320094e+00,7.8043142449e-08
hadrons,1.9821728902e+00,7.8059779056e-08
hadrons,1.9830549462e+00,7.8059779056e-08
hadrons,1.9849306116e+00,7.8093067171e-08
hadrons,1.9853722041e+00,7.8093067171e-08
hadrons,1.9857034699e+00,7.8109714420e-08
hadrons,1.9866975710e+00,7.8109714420e-08
hadrons,1.9868080511e+00,7.8126365218e-08
hadrons,1.9874711173e+00,7.8126365218e-08
hadrons,1.9883555310e+00,7.8143019565e-08
hadrons,1.9891297228e+00,7.8143019565e-08
hadrons,1.9892403382e+00,7.8159677463e-08
hadrons,1.9904575698e+00,7.8159677463e-08
hadrons,1.9905682873e+00,7.8176343177e-08
hadrons,1.9945574561e+00,7.8176343177e-08
hadrons,1.9947792966e+00,7.8159677463e-08
hadrons,1.9977767591e+00,7.8159677463e-08
hadrons,1.9985546193e+00,7.8143019565e-08
hadrons,1.9998887863e+00,7.8143019565e-08
hadrons,2.0001112198e+00,7.8159677463e-08
hadrons,2.0002224459e+00,7.8176343177e-08
hadrons,2.0003337066e+00,7.8176343177e-08
hadrons,2.0004449450e+00,7.8193008179e-08
hadrons,2.0011125338e+00,7.8243028771e-08
hadrons,2.0020030178e+00,7.8326464692e-08
hadrons,2.0021143776e+00,7.8343161695e-08
hadrons,2.0022257150e+00,7.8343161695e-08
hadrons,2.0023370586e+00,7.8359866533e-08
hadrons,2.0027825235e+00,7.8409989587e-08
hadrons,2.0036737507e+00,7.8476874483e-08
hadrons,2.0053458778e+00,7.8627577397e-08
hadrons,2.0054573950e+00,7.8644338589e-08
hadrons,2.0055689183e+00,7.8644338589e-08
hadrons,2.0057920121e+00,7.8661103353e-08
hadrons,2.0061266851e+00,7.8711423389e-08
hadrons,2.0070194004e+00,7.8778565413e-08
hadrons,2.0086943196e+00,7.8929843371e-08
hadrons,2.0121602136e+00,7.9233271338e-08
hadrons,2.0268726637e+00,8.0578847875e-08
hadrons,2.0407845499e+00,8.1859982695e-08
hadrons,2.0559349361e+00,8.3267913873e-08
hadrons,2.0708522673e+00,8.4682003979e-08
hadrons,2.0849500733e+00,8.6028375475e-08
hadrons,2.1003115376e+00,8.7507999927e-08
hadrons,2.1147274877e+00,8.8899302343e-08
hadrons,2.1290055602e+00,9.0312720351e-08
hadrons,2.1445723563e+00,9.1885615625e-08
hadrons,2.1592920695e+00,9.3386320346e-08
hadrons,2.1752013006e+00,9.5033004978e-08
hadrons,2.1902530349e+00,9.6605703083e-08
hadrons,2.2051636892e+00,9.8183497753e-08
hadrons,2.2212873360e+00,9.9936070226e-08
hadrons,2.2365335982e+00,1.0161156511e-07
hadrons,2.2532625161e+00,1.0346943358e-07
hadrons,2.2696116051e+00,1.0533880459e-07
hadrons,2.2850625112e+00,1.0712771753e-07
hadrons,2.3020263694e+00,1.0910969764e-07
hadrons,2.3178268335e+00,1.1103362713e-07
hadrons,2.3334761784e+00,1.1294332343e-07
hadrons,2.3506687296e+00,1.1505742040e-07
hadrons,2.3666714509e+00,1.1711119188e-07
hadrons,2.3842411579e+00,1.1940507140e-07
hadrons,2.4016741777e+00,1.2171792810e-07
hadrons,2.4178896373e+00,1.2394341506e-07
hadrons,2.4357041288e+00,1.2642500194e-07
hadrons,2.4524221196e+00,1.2884637415e-07
hadrons,2.4707658143e+00,1.3153823621e-07
hadrons,2.4888314824e+00,1.3431497015e-07
hadrons,2.5057747786e+00,1.3703342108e-07
hadrons,2.5242367530e+00,1.4010522978e-07
hadrons,2.5417037792e+00,1.4312381090e-07
hadrons,2.5588646811e+00,1.4630095753e-07
hadrons,2.5777178464e+00,1.5009154299e-07
hadrons,2.5797255359e+00,1.5054012307e-07
hadrons,2.5800124973e+00,1.5060431998e-07
hadrons,2.6146784013e+00,1.5850958794e-07
hadrons,2.6337963249e+00,1.6275520728e-07
hadrons,2.6515790110e+00,1.6665208420e-07
hadrons,2.6712638161e+00,1.7082425097e-07
hadrons,2.6895986227e+00,1.7465353157e-07
hadrons,2.7077580708e+00,1.7841644956e-07
hadrons,2.7275565715e+00,1.8245481654e-07
hadrons,2.7462777557e+00,1.8614758783e-07
hadrons,2.7665117010e+00,1.9015815614e-07
hadrons,2.7856552034e+00,1.9384149909e-07
hadrons,2.8046191559e+00,1.9742776835e-07
hadrons,2.8252829874e+00,2.0125192290e-07
hadrons,2.8446749384e+00,2.0480059474e-07
hadrons,2.8657932500e+00,2.0863409551e-07
hadrons,2.8867472673e+00,2.1235820782e-07
hadrons,2.9063994259e+00,2.1578051039e-07
hadrons,2.9278131526e+00,2.1944498414e-07
hadrons,2.9480727749e+00,2.2283894355e-07
hadrons,2.9679773712e+00,2.2614073056e-07
hadrons,2.9896785351e+00,2.2968721205e-07
hadrons,3.0101988511e+00,2.3299112439e-07
hadrons,3.0325459800e+00,2.3654415236e-07
hadrons,3.0547192547e+00,2.3999784756e-07
hadrons,3.0753438994e+00,2.4319074118e-07
hadrons,3.0980023727e+00,2.4663630426e-07
hadrons,3.1194396553e+00,2.4981098450e-07
hadrons,3.1425978113e+00,2.5324236436e-07
hadrons,3.1655757144e+00,2.5655675625e-07
hadrons,3.1871261036e+00,2.5969301846e-07
hadrons,3.2107867058e+00,2.6297970366e-07
hadrons,3.2330044235e+00,2.6608099966e-07
hadrons,3.2548328018e+00,2.6910412584e-07
hadrons,3.2788137107e+00,2.7239377260e-07
hadrons,3.3013185696e+00,2.7537120714e-07
hadrons,3.3258269144e+00,2.7867804390e-07
hadrons,3.3501445914e+00,2.8184429363e-07
hadrons,3.3729514759e+00,2.8474287635e-07
hadrons,3.3978026095e+00,2.8785529433e-07
hadrons,3.4211241748e+00,2.9075369984e-07
hadrons,3.4442227363e+00,2.9361871406e-07
hadrons,3.4695989802e+00,2.9670162391e-07
hadrons,3.4932190780e+00,2.9956137306e-07
hadrons,3.5191520548e+00,3.0264216426e-07
hadrons,3.5446861608e+00,3.0562432444e-07
hadrons,3.5596995070e+00,3.0738837270e-07
hadrons,3.5600954273e+00,3.0745391604e-07
hadrons,3.5951116611e+00,3.1147781926e-07
hadrons,3.6197875005e+00,3.1434595455e-07
hadrons,3.6466600965e+00,3.1737576802e-07
hadrons,3.6733236315e+00,3.2036649111e-07
hadrons,3.6735279048e+00,3.2043478425e-07
hadrons,3.6741408450e+00,3.2043478425e-07
hadrons,3.6749582402e+00,3.2057143171e-07
hadrons,3.6765935764e+00,3.2070811993e-07
hadrons,3.6796618063e+00,3.2105013057e-07
hadrons,3.6858058976e+00,3.2180379622e-07
hadrons,3.6862158962e+00,3.2180379622e-07
hadrons,3.6866258880e+00,3.2187239575e-07
hadrons,3.6874460608e+00,3.2194102748e-07
hadrons,3.6890869540e+00,3.2214697531e-07
hadrons,3.6983306321e+00,3.2317865709e-07
hadrons,3.6985362960e+00,3.2317865709e-07
hadrons,3.6989476580e+00,3.2324756735e-07
hadrons,3.6993591185e+00,3.2324756735e-07
hadrons,3.7001821242e+00,3.2338539665e-07
hadrons,3.7018286848e+00,3.2352328471e-07
hadrons,3.7053300461e+00,3.2393733714e-07
hadrons,3.7055360992e+00,3.2393733714e-07
hadrons,3.7057421638e+00,3.2400639148e-07
hadrons,3.7061543801e+00,3.2400639148e-07
hadrons,3.7069788975e+00,3.2414456202e-07
hadrons,3.7086284826e+00,3.2428277379e-07
hadrons,3.7121362755e+00,3.2469779823e-07
hadrons,3.7123427071e+00,3.2469779823e-07
hadrons,3.7125492031e+00,3.2476701468e-07
hadrons,3.7129621237e+00,3.2476701468e-07
hadrons,3.7137881557e+00,3.2490550959e-07
hadrons,3.7154407709e+00,3.2504404581e-07
hadrons,3.7156473863e+00,3.2511333608e-07
hadrons,3.7158540660e+00,3.2511333608e-07
hadrons,3.7162673542e+00,3.2518264111e-07
hadrons,3.7173008288e+00,3.2525197867e-07
hadrons,3.7175076006e+00,3.2525197867e-07
hadrons,3.7177143309e+00,3.2532131326e-07
hadrons,3.7181278789e+00,3.2532131326e-07
hadrons,3.7189550071e+00,3.2546004454e-07
hadrons,3.7193686932e+00,3.2546004454e-07
hadrons,3.7195755270e+00,3.2552942349e-07
hadrons,3.7197824253e+00,3.2552942349e-07
hadrons,3.7201961504e+00,3.2559881722e-07
hadrons,3.7216446568e+00,3.2608502331e-07
hadrons,3.7218516172e+00,3.2622406247e-07
hadrons,3.7222655724e+00,3.2643275019e-07
hadrons,3.7224726203e+00,3.2650233649e-07
hadrons,3.7226796268e+00,3.2664157141e-07
hadrons,3.7233007681e+00,3.2685050838e-07
hadrons,3.7241291001e+00,3.2726881906e-07
hadrons,3.7259935077e+00,3.2852693017e-07
hadrons,3.7262007099e+00,3.2859698081e-07
hadrons,3.7266152019e+00,3.2887727897e-07
hadrons,3.7274442713e+00,3.2950881983e-07
hadrons,3.7288955467e+00,3.3070504508e-07
hadrons,3.7322149609e+00,3.3346577630e-07
hadrons,3.7324225623e+00,3.3360796253e-07
hadrons,3.7326301220e+00,3.3382137378e-07
hadrons,3.7330453292e+00,3.3417735046e-07
hadrons,3.7338757760e+00,3.3496185056e-07
hadrons,3.7353296087e+00,3.3646463687e-07
hadrons,3.7386547504e+00,3.3985250680e-07
hadrons,3.7394864983e+00,3.4072294673e-07
hadrons,3.7401104439e+00,3.4166843465e-07
hadrons,3.7417747724e+00,3.4349408426e-07
hadrons,3.7451056515e+00,3.4732271341e-07
hadrons,3.7515676834e+00,3.5579038297e-07
hadrons,3.7517763078e+00,3.5632167315e-07
hadrons,3.7521935914e+00,3.5685375668e-07
hadrons,3.7530284046e+00,3.5799658758e-07
hadrons,3.7546984815e+00,3.6021647255e-07
hadrons,3.7578318390e+00,3.6485316636e-07
hadrons,3.7641065077e+00,3.7462559994e-07
hadrons,3.7768972617e+00,3.9605879438e-07
hadrons,3.8045130607e+00,4.5028768436e-07
hadrons,3.8306261727e+00,5.0878677997e-07
hadrons,3.8590639938e+00,5.7968487464e-07
hadrons,3.8872805771e+00,6.5583283905e-07
hadrons,3.9137440833e+00,7.3224204058e-07
hadrons,3.9425797091e+00,8.2034661638e-07
hadrons,3.9696404718e+00,9.0717902970e-07
hadrons,3.9964424190e+00,9.9617039320e-07
hadrons,4.0256634815e+00,1.0971608495e-06
hadrons,4.0530690594e+00,1.1948144911e-06
hadrons,4.0831582532e+00,1.3044924376e-06
hadrons,4.1114125888e+00,1.4103411181e-06
hadrons,4.1391717433e+00,1.5169979114e-06
hadrons,4.1696682717e+00,1.6362485428e-06
hadrons,4.1982877067e+00,1.7498890804e-06
hadrons,4.2294549753e+00,1.8766153657e-06
hadrons,4.2603797717e+00,2.0035303999e-06
hadrons,4.2893832317e+00,2.1244875508e-06
hadrons,4.3212267757e+00,2.2585169279e-06
hadrons,4.3508864659e+00,2.3856967239e-06
hadrons,4.3802624838e+00,2.5125288096e-06
hadrons,4.4125353169e+00,2.6528811592e-06
hadrons,4.4425746720e+00,2.7855925401e-06
hadrons,4.4755554794e+00,2.9318091656e-06
hadrons,4.5082797058e+00,3.0771616205e-06
hadrons,4.5387184006e+00,3.2152952671e-06
hadrons,4.5721587029e+00,3.3660812016e-06
hadrons,4.6035407194e+00,3.5096948025e-06
hadrons,4.6379744104e+00,3.6664632571e-06
hadrons,4.6718862064e+00,3.8228928444e-06
hadrons,4.7036910858e+00,3.9698854298e-06
hadrons,4.7386104380e+00,4.1313271583e-06
hadrons,4.7714002551e+00,4.2837824005e-06
hadrons,4.8036154692e+00,4.4352408253e-06
hadrons,4.8387383943e+00,4.5998917735e-06
hadrons,4.8719500699e+00,4.7564392374e-06
hadrons,4.9081185463e+00,4.9267088297e-06
hadrons,4.9440055034e+00,5.0954650687e-06
hadrons,4.9776629648e+00,5.2554179819e-06
hadrons,5.0143373163e+00,5.4284861083e-06
hadrons,5.0490350839e+00,5.5929288368e-06
hadrons,5.0831248139e+00,5.7549875927e-06
hadrons,5.1202914467e+00,5.9318494088e-06
hadrons,5.1551489421e+00,6.0985264745e-06
hadrons,5.1934198357e+00,6.2805884638e-06
hadrons,5.2293568026e+00,6.4515613538e-06
hadrons,5.2649567841e+00,6.6215406297e-06
hadrons,5.3034529302e+00,6.8061462207e-06
hadrons,5.3398543455e+00,6.9795141133e-06
hadrons,5.3797955355e+00,7.1695134590e-06
hadrons,5.4191313559e+00,7.3568399446e-06
hadrons,5.4560233465e+00,7.5345923064e-06
hadrons,5.4962220763e+00,7.7265153636e-06
hadrons,5.5342544262e+00,7.9081407511e-06
hadrons,5.5716202270e+00,8.0854135317e-06
hadrons,5.6126707281e+00,8.2807693316e-06
hadrons,5.6508802023e+00,8.4627866965e-06
hadrons,5.6928312341e+00,8.6617194419e-06
hadrons,5.7344558992e+00,8.8596608682e-06
hadrons,5.7731734889e+00,9.0447576454e-06
hadrons,5.8160324022e+00,9.2455379968e-06
hadrons,5.8559520194e+00,9.4346731927e-06
hadrons,5.8954898361e+00,9.6215225590e-06
hadrons,5.9385962094e+00,9.8267244387e-06
hadrons,5.9395870837e+00,9.8309144487e-06
hadrons,5.9790245772e+00,1.0017066483e-05
hadrons,6.0234116888e+00,1.0226343875e-05
hadrons,6.0650919599e+00,1.0422204761e-05
hadrons,6.1060419203e+00,1.0615026385e-05
hadrons,6.1510298380e+00,1.0825252695e-05
hadrons,6.1932487838e+00,1.1023181292e-05
hadrons,6.2392262542e+00,1.1239094472e-05
hadrons,6.2848460332e+00,1.1451910920e-05
hadrons,6.3276315768e+00,1.1651358534e-05
hadrons,6.3742522071e+00,1.1866920781e-05
hadrons,6.4180032887e+00,1.2071023044e-05
hadrons,6.4613359247e+00,1.2273402468e-05
hadrons,6.5089416599e+00,1.2492482332e-05
hadrons,6.5532526930e+00,1.2699220016e-05
hadrons,6.6019027621e+00,1.2923145153e-05
hadrons,6.6501743479e+00,1.3142612058e-05
hadrons,6.6950746359e+00,1.3351568359e-05
hadrons,6.7444024118e+00,1.3578310207e-05
hadrons,6.7906941007e+00,1.3791253828e-05
hadrons,6.8414874193e+00,1.4019484838e-05
hadrons,6.8915107927e+00,1.4248455466e-05
hadrons,6.9384262482e+00,1.4462656079e-05
hadrons,6.9895470824e+00,1.4695732001e-05
hadrons,7.0379127317e+00,1.4916657449e-05
hadrons,7.0854308299e+00,1.5131223765e-05
hadrons,7.1376347624e+00,1.5368520316e-05
hadrons,7.1866254880e+00,1.5589587233e-05
hadrons,7.2399775931e+00,1.5834072968e-05
hadrons,7.2925090986e+00,1.6072110567e-05
hadrons,7.3421544371e+00,1.6296348729e-05
hadrons,7.3962498540e+00,1.6541336739e-05
hadrons,7.4474297691e+00,1.6772121546e-05
hadrons,7.4478439201e+00,1.6775696892e-05
hadrons,7.4482582002e+00,1.6775696892e-05
hadrons,7.4507438342e+00,1.6786428417e-05
hadrons,7.4536448774e+00,1.6800747493e-05
hadrons,7.4602800150e+00,1.6833009857e-05
hadrons,7.4735680149e+00,1.6890518628e-05
hadrons,7.4739836194e+00,1.6894120134e-05
hadrons,7.4743992471e+00,1.6894120134e-05
hadrons,7.4802208877e+00,1.6919346649e-05
hadrons,7.4864633613e+00,1.6951837684e-05
hadrons,7.4868796829e+00,1.6951837684e-05
hadrons,7.4872960277e+00,1.6955451339e-05
hadrons,7.4931277134e+00,1.6980770362e-05
hadrons,7.4935444057e+00,1.6980770362e-05
hadrons,7.4939611211e+00,1.6984390185e-05
hadrons,7.4964621138e+00,1.6995254286e-05
hadrons,7.4968789915e+00,1.6995254286e-05
hadrons,7.4972958924e+00,1.6998878125e-05
hadrons,7.4981298704e+00,1.7002501808e-05
hadrons,7.4985468409e+00,1.7002501808e-05
hadrons,7.4989638345e+00,1.7006126264e-05
hadrons,7.4993809581e+00,1.7006126264e-05
hadrons,7.4997979981e+00,1.7009752421e-05
mumu,2.7262693511e-01,5.0125134253e-10
mumu,2.7399487169e-01,5.1533586559e-10
mumu,2.7587549574e-01,5.3480872642e-10
mumu,2.7773813305e-01,5.5407176719e-10
mumu,2.7917828970e-01,5.6903364599e-10
mumu,2.7920934470e-01,5.6927630690e-10
mumu,2.8167347748e-01,5.9495789597e-10
mumu,2.8376457044e-01,6.1665024428e-10
mumu,2.8572813534e-01,6.3709316451e-10
mumu,2.8765729913e-01,6.5723237585e-10
mumu,2.8977669632e-01,6.7931022143e-10
mumu,2.9176563824e-01,7.0018669034e-10
mumu,2.9393165358e-01,7.2278246962e-10
mumu,2.9608080963e-01,7.4531262025e-10
mumu,2.9809644824e-01,7.6641825598e-10
mumu,3.0030945810e-01,7.8946673305e-10
mumu,3.0237069810e-01,8.1113085493e-10
mumu,3.0441222392e-01,8.3250171818e-10
mumu,3.0665506780e-01,8.5571149370e-10
mumu,3.0874269312e-01,8.7769545530e-10
mumu,3.1103473863e-01,9.0158845981e-10
mumu,3.1330895268e-01,9.2534260942e-10
mumu,3.1542433066e-01,9.4749825239e-10
mumu,3.1774830938e-01,9.7163316956e-10
mumu,3.1994703600e-01,9.9447312298e-10
mumu,3.2232226036e-01,1.0191526373e-09
mumu,3.2467900617e-01,1.0437769039e-09
mumu,3.2688933363e-01,1.0667198253e-09
mumu,3.2931609625e-01,1.0917950180e-09
mumu,3.3159486862e-01,1.1153177895e-09
mumu,3.3383370820e-01,1.1383763702e-09
mumu,3.3629332325e-01,1.1636467192e-09
mumu,3.3858271786e-01,1.1874513426e-09
mumu,3.4111525822e-01,1.2132936850e-09
mumu,3.4359030705e-01,1.2389059620e-09
mumu,3.4592937264e-01,1.2629033677e-09
mumu,3.4847810595e-01,1.2890131989e-09
mumu,3.5088947391e-01,1.3134211450e-09
mumu,3.5325858548e-01,1.3377208747e-09
mumu,3.5584153054e-01,1.3639229973e-09
mumu,3.5828392713e-01,1.3885649974e-09
mumu,3.6092368614e-01,1.4154612741e-09
mumu,3.6342117392e-01,1.4407272152e-09
mumu,3.6589524244e-01,1.4655066580e-09
mumu,3.6859108000e-01,1.4926200549e-09
mumu,3.7112098592e-01,1.5179684280e-09
mumu,3.7387611570e-01,1.5457229174e-09
mumu,3.7660981137e-01,1.5729787100e-09
mumu,3.7917366440e-01,1.5986690921e-09
mumu,3.8196733995e-01,1.6265116712e-09
mumu,3.8461043827e-01,1.6527240560e-09
mumu,3.8720723025e-01,1.6786430250e-09
mumu,3.9006008996e-01,1.7067866883e-09
mumu,3.9273734756e-01,1.7331840323e-09
mumu,3.9563095761e-01,1.7618664385e-09
mumu,3.9852371398e-01,1.7898785115e-09
mumu,4.0123675637e-01,1.8163989999e-09
mumu,4.0419298261e-01,1.8456715532e-09
mumu,4.0696724423e-01,1.8726195328e-09
mumu,4.0971498369e-01,1.8991511923e-09
mumu,4.1271072487e-01,1.9285236661e-09
mumu,4.1552034270e-01,1.9558472802e-09
mumu,4.1860508464e-01,1.9852501324e-09
mumu,4.2150171106e-01,2.0133774555e-09
mumu,4.2434757750e-01,2.0405980180e-09
mumu,4.2747408539e-01,2.0708333975e-09
mumu,4.3040814164e-01,2.0988307558e-09
mumu,4.3360341387e-01,2.1294750208e-09
mumu,4.3677381551e-01,2.1596458618e-09
mumu,4.3974725431e-01,2.1879109301e-09
mumu,4.4298721763e-01,2.2184366736e-09
mumu,4.4605256137e-01,2.2474711858e-09
mumu,4.4906418857e-01,2.2759152707e-09
mumu,4.5234764204e-01,2.3066853053e-09
mumu,4.5545242306e-01,2.3358788065e-09
mumu,4.5883361950e-01,2.3674594099e-09
mumu,4.6216279736e-01,2.3989557176e-09
mumu,4.6530907754e-01,2.4282814710e-09
mumu,4.6873737488e-01,2.4600623953e-09
mumu,4.7195465020e-01,2.4901351401e-09
mumu,4.7545835619e-01,2.5221880725e-09
mumu,4.7893479088e-01,2.5546533102e-09
mumu,4.8219525029e-01,2.5847802480e-09
mumu,4.8577497373e-01,2.6174933299e-09
mumu,4.8913639640e-01,2.6483613379e-09
mumu,4.9243892110e-01,2.6784511621e-09
mumu,4.9603951352e-01,2.7117715252e-09
mumu,4.9944418979e-01,2.7425819452e-09
mumu,5.0315196598e-01,2.7767001056e-09
mumu,5.0683089677e-01,2.8100445285e-09
mumu,5.1028126537e-01,2.8407600751e-09
mumu,5.1404090081e-01,2.8748737719e-09
mumu,5.1756913356e-01,2.9069174839e-09
mumu,5.2106362888e-01,2.9380654392e-09
mumu,5.2487351813e-01,2.9727139429e-09
mumu,5.2847610293e-01,3.0045670789e-09
mumu,5.3239940638e-01,3.0399996682e-09
mumu,5.3605364677e-01,3.0725737822e-09
mumu,5.3970295600e-01,3.1048349001e-09
mumu,5.4367936372e-01,3.1401110292e-09
mumu,5.4741102658e-01,3.1737578534e-09
mumu,5.5147489921e-01,3.2098170628e-09
mumu,5.5550715610e-01,3.2449023736e-09
mumu,5.5835657939e-01,3.2705961469e-09
mumu,5.5841868940e-01,3.2705961469e-09
mumu,5.6340962008e-01,3.3148141184e-09
mumu,5.6730825210e-01,3.3489047959e-09
mumu,5.7113856519e-01,3.3826249930e-09
mumu,5.7534659146e-01,3.4195990161e-09
mumu,5.7926339651e-01,3.4540310348e-09
mumu,5.8356373492e-01,3.4910415653e-09
mumu,5.8783061795e-01,3.5284484773e-09
mumu,5.9179949255e-01,3.5632169259e-09
mumu,5.9615974409e-01,3.6006296521e-09
mumu,6.0028499753e-01,3.6361091575e-09
mumu,6.0474139620e-01,3.6750706861e-09
mumu,6.0916312540e-01,3.7128663649e-09
mumu,6.1331013559e-01,3.7486527091e-09
mumu,6.1786323915e-01,3.7880124563e-09
mumu,6.2213866565e-01,3.8245233024e-09
mumu,6.2633918789e-01,3.8605628848e-09
mumu,6.3095392049e-01,3.8994347657e-09
mumu,6.3528460241e-01,3.9370195583e-09
mumu,6.4000084044e-01,3.9766614960e-09
mumu,6.4468036936e-01,4.0167023701e-09
mumu,6.4906918014e-01,4.0536887784e-09
mumu,6.5385138244e-01,4.0945054611e-09
mumu,6.5833923517e-01,4.1322080667e-09
mumu,6.6278416503e-01,4.1702580692e-09
mumu,6.6766741639e-01,4.2113507489e-09
mumu,6.7221270724e-01,4.2492234622e-09
mumu,6.7720309284e-01,4.2910942471e-09
mumu,6.8211670303e-01,4.3324538224e-09
mumu,6.8676037032e-01,4.3714156166e-09
mumu,6.9182027321e-01,4.4135496076e-09
mumu,6.9656872386e-01,4.4532406970e-09
mumu,7.0173992412e-01,4.4971218167e-09
mumu,7.0687087405e-01,4.5394994883e-09
mumu,7.1168306108e-01,4.5793470578e-09
mumu,7.1696645724e-01,4.6234849485e-09
mumu,7.2188751417e-01,4.6640697395e-09
mumu,7.2680193045e-01,4.7050110391e-09
mumu,7.3211612761e-01,4.7493477105e-09
mumu,7.3714116763e-01,4.7910373205e-09
mumu,7.4261355981e-01,4.8361846423e-09
mumu,7.4800178205e-01,4.8807169685e-09
mumu,7.5309396653e-01,4.9225103922e-09
mumu,7.5864260111e-01,4.9678373480e-09
mumu,7.6389218904e-01,5.0103767808e-09
mumu,7.6900701970e-01,5.0532804773e-09
mumu,7.7467289824e-01,5.0987249501e-09
mumu,7.7994666324e-01,5.1423851693e-09
mumu,7.8573683506e-01,5.1897370366e-09
mumu,7.9117390727e-01,5.2330610477e-09
mumu,7.9651570119e-01,5.2767464403e-09
mumu,8.0238425778e-01,5.3253355268e-09
mumu,8.0789159857e-01,5.3697915163e-09
mumu,8.1388922813e-01,5.4180820973e-09
mumu,8.1984019790e-01,5.4668072543e-09
mumu,8.2542144974e-01,5.5112691035e-09
mumu,8.3150296584e-01,5.5608322971e-09
mumu,8.3725673839e-01,5.6072539115e-09
mumu,8.4290967122e-01,5.6528583297e-09
mumu,8.4907281966e-01,5.7024789246e-09
mumu,8.5490061765e-01,5.7500833135e-09
mumu,8.6124723301e-01,5.8005573459e-09
mumu,8.6749623215e-01,5.8514744377e-09
mumu,8.7340191347e-01,5.8978078815e-09
mumu,8.7983693864e-01,5.9495786351e-09
mumu,8.8587589292e-01,5.9979672182e-09
mumu,8.9245246267e-01,6.0506171670e-09
mumu,8.9897786863e-01,6.1037292752e-09
mumu,9.0514820090e-01,6.1520598004e-09
mumu,9.1181713842e-01,6.2060627072e-09
mumu,9.1812664996e-01,6.2552035286e-09
mumu,9.2432559473e-01,6.3047334566e-09
mumu,9.3113582717e-01,6.3587206882e-09
mumu,9.3752688266e-01,6.4104368690e-09
mumu,9.4448689928e-01,6.4653292355e-09
mumu,9.5133986506e-01,6.5193015556e-09
