# MATHUSLA HNL |U_{\tau}|^2 sensitivity (BC8 benchmark)
# Source: HNLCalc + DDC species_split fallback
# kind: contour
# mass_GeV  u2
1.371400847  0.0002846338184
1.370789066  0.0002948246571
1.370652001  0.000180528518
1.370514936  0.0003408553294
1.365217133  0.0002172421396
1.365080625  0.0002288166967
1.364944116  0.0001899178013
1.32141913  0.0002400003603
1.321287001  0.0003119830955
1.321154872  0.0003010978693
1.314961107  0.0003561796543
1.314829624  0.0005785681642
1.314698142  0.0003530151757
1.313134978  0.0002419198297
1.266517264  0.0004159821613
1.266390625  0.0003003217401
1.266263985  0.0003798337993
1.265631175  0.000713906535
1.265504624  0.000363027287
1.265378074  0.0005069762206
1.24969324  0.0005075743586
1.216261238  0.000481923392
1.216139625  0.0005237302585
1.216018011  0.0006417807376
1.189316574  0.0006487300352
1.131856897  0.0008838181482
1.09399839  0.002267246067
1.093889001  0.004239809007
1.093779612  0.003699009348
1.089327923  0.001163477681
1.089219001  0.0008634728319
1.089110079  0.001347423097
1.08659765  0.001277739922
1.086489001  0.001359297169
1.086380352  0.001146650731
1.077173281  0.001280801993
1.07239623  0.002138613199
1.072289001  0.001689050835
1.072181772  0.001615599991
1.025131604  0.002039430314
1.019561946  0.001913550397
1.01946  0.002750297534
1.019358054  0.002097500962
1.010160007  0.002760760918
1.010059001  0.00329860708
1.009957995  0.001991029793
1.0001  0.003321141146
1  0.002285913294
0.9999  0.003234401313
0.9974281083  0.002151457885
0.9973283755  0.0024617082
0.9972286427  0.002588436506
0.9888404987  0.002445855447
0.9887416245  0.002734700306
0.9886427503  0.003585795101
0.9841700317  0.007601680764
0.9840716245  0.003732397716
0.9839732173  0.002347300246
0.9814397587  0.003093462783
0.9813416245  0.00338831021
0.9812434903  0.00488418853
0.9756042272  0.002438811549
0.9727562669  0.003234398283
0.9726590011  0.002312680298
0.9725617351  0.001939459727
0.9672383387  0.003170857739
0.9671416245  0.003827254742
0.9670449103  0.003007752426
0.957875778  0.003075863952
0.95778  0.008264730543
0.957684222  0.00354338411
0.948473839  0.003500136088
0.948379001  0.005411878435
0.9482841631  0.003005415069
0.9284696756  0.004508269896
0.911460138  0.003018796812
0.911369001  0.005601888396
0.9112778642  0.006110027889
0.9050021157  0.008728326622
0.9049116245  0.004647652868
0.9048211333  0.00360536433
0.892270217  0.003784918557
0.892180999  0.00480202659
0.8920917808  0.006144837989
0.8836123445  0.003712409398
0.8808564523  0.003912938767
0.8807683755  0.008640847603
0.8806802987  0.007939003274
0.8675983757  0.004909983324
0.8675116245  0.008008539357
0.8674248733  0.004446170829
0.8433159477  0.006125433662
0.8432316245  0.007412093646
0.8431473013  0.005507770688
0.8409222142  0.00702646122
0.8063022467  0.008077629616
0.8062216245  0.007809570622
0.8061410023  0.01588778427
0.8002945801  0.00876294417
0.782738266  0.009718913036
0.78266  0.009685472423
0.782581734  0.01066886913
0.7756985611  0.01116256177
0.775620999  0.01338791673
0.7755434369  0.007333116668
0.775337526  0.01481476557
0.77526  0.01073907306
0.775182474  0.007869716105
0.7616297967  0.01960335587
0.7248330322  0.01438316328
0.6898140368  0.04480787727
0.6564869208  0.02122241684
0.624769944  0.03115958133
0.599395309  0.04624817009
0.5993353755  0.04149803153
0.599275442  0.06877112969
0.5945853155  0.04181687971
0.5658590026  0.05702399468
0.5479167862  0.07243460324
0.547862  0.05144298873
0.5478072138  0.1095016272
0.5385205496  0.09286667663
0.5125029044  0.1941299076
0.4942374178  0.1145002828
0.4941879989  0.09681543938
0.4941385802  0.2340553338
0.4877422546  0.09568662507
0.4641778708  0.1940163991
0.4417519575  0.296057965
0.4204095116  0.2861524664
0.4000981874  0.2899409246
0.3807681679  0.443475528
0.3623720434  0.5631875897
0.3448646943  0.7204239545
