# ANUBIS HNL |U_{\mu}|^2 sensitivity (BC7 benchmark)
# Source: HNLCalc + DDC species_split fallback
# kind: contour
# mass_GeV  u2
0.599275442  1.333956297e-08
0.5993353755  1.343988613e-08
0.599395309  1.285168171e-08
0.624769944  1.235488723e-08
0.6564869208  1.126216556e-08
0.6898140368  1.011772819e-08
0.7248330322  9.453141787e-09
0.7616297967  8.598611041e-09
0.775182474  8.273878653e-09
0.77526  8.332894788e-09
0.775337526  8.188814414e-09
0.7755434369  8.09953873e-09
0.775620999  8.166908663e-09
0.7756985611  8.390099086e-09
0.782581734  8.144626539e-09
0.78266  8.049396978e-09
0.782738266  7.934929091e-09
0.8002945801  7.635382716e-09
0.8061410023  7.669762238e-09
0.8062216245  7.646106596e-09
0.8063022467  7.626617223e-09
0.8409222142  6.938348399e-09
0.8431473013  6.994198532e-09
0.8432316245  6.968805859e-09
0.8433159477  6.925320228e-09
0.8674248733  6.62247775e-09
0.8675116245  6.610996498e-09
0.8675983757  6.51025839e-09
0.8806802987  6.452206405e-09
0.8807683755  6.411307611e-09
0.8808564523  6.224534125e-09
0.8836123445  6.162565609e-09
0.8920917808  6.079205752e-09
0.892180999  5.939957886e-09
0.892270217  6.006651089e-09
0.9048211333  5.716798875e-09
0.9049116245  5.604876927e-09
0.9050021157  5.63467849e-09
0.9112778642  5.451368419e-09
0.911369001  5.514879803e-09
0.911460138  5.594997362e-09
0.9284696756  5.055998846e-09
0.9482841631  4.978423961e-09
0.948379001  4.839592071e-09
0.948473839  5.050549396e-09
0.957684222  4.669955521e-09
0.95778  4.571944097e-09
0.957875778  4.749772079e-09
0.9670449103  4.511668254e-09
0.9671416245  4.658946898e-09
0.9672383387  4.505264532e-09
0.9725617351  4.61903431e-09
0.9726590011  4.504095442e-09
0.9727562669  4.70886963e-09
0.9756042272  4.524189333e-09
0.9812434903  4.329871585e-09
0.9813416245  4.281804067e-09
0.9814397587  4.422880032e-09
0.9839732173  4.457959812e-09
0.9840716245  4.247577152e-09
0.9841700317  4.31331118e-09
0.9886427503  4.482708796e-09
0.9887416245  4.247143391e-09
0.9888404987  4.354717242e-09
0.9972286427  4.144932827e-09
0.9974281083  4.317613209e-09
0.9999  4.205306045e-09
1  4.264208782e-09
1.0001  4.246685802e-09
1.009957995  4.043010929e-09
1.010059001  4.069526341e-09
1.010160007  4.016314546e-09
1.019358054  3.990276689e-09
1.01946  4.110736865e-09
1.019561946  3.949104413e-09
1.025131604  3.976371e-09
1.072181772  3.504795472e-09
1.072289001  3.48962801e-09
1.07239623  3.533023822e-09
1.077173281  3.528161213e-09
1.086380352  3.323130869e-09
1.086489001  3.419921309e-09
1.08659765  3.332206702e-09
1.089110079  3.306518303e-09
1.089219001  3.353783895e-09
1.089327923  3.320687653e-09
1.093779612  3.240372138e-09
1.093889001  3.37024236e-09
1.09399839  3.425459455e-09
1.131856897  3.046155255e-09
1.189316574  2.644506043e-09
1.216018011  2.611620046e-09
1.216139625  2.603265075e-09
1.216261238  2.625520991e-09
1.24969324  2.374931248e-09
1.265378074  2.399992922e-09
1.265504624  2.398814939e-09
1.265631175  2.448924653e-09
1.266263985  2.356783792e-09
1.266390625  2.369135191e-09
1.266517264  2.389917863e-09
1.313134978  2.189787731e-09
1.314698142  2.186794348e-09
1.314829624  2.239474272e-09
1.314961107  2.160573733e-09
1.321154872  2.195597534e-09
1.321287001  2.147435686e-09
1.32141913  2.239000125e-09
1.364944116  2.03955452e-09
1.365080625  2.063192711e-09
1.365217133  2.002770871e-09
1.370514936  2.074446612e-09
1.370652001  2.079813991e-09
1.370789066  2.047087822e-09
1.371400847  2.014982322e-09
1.371538001  2.076146014e-09
1.371675155  1.967467063e-09
1.379797391  2.020576327e-09
1.419835003  1.905657108e-09
1.419977001  1.985594792e-09
1.420118999  1.932468696e-09
1.449843977  1.864132971e-09
1.470080978  1.871465405e-09
1.470228001  1.842708092e-09
1.470375024  1.903121663e-09
1.47765222  1.844592642e-09
1.4778  1.840411582e-09
1.47794778  1.820860575e-09
