event_index,	id,	pt,	eta,	phi,	momentum,	mass
7313,	6000113,	25.8737,	-2.615,	-1.43911,	177.757,	15
7313,	-6000113,	157.208,	-2.76725,	2.49368,	1255.9,	15
7314,	6000113,	73.5709,	1.73285,	2.05189,	214.588,	15
7314,	-6000113,	58.0481,	2.39487,	-0.0911389,	320.946,	15
7315,	6000113,	63.2552,	-0.76159,	-2.10519,	82.5038,	15
7315,	-6000113,	67.4845,	-0.0151988,	0.388907,	67.4923,	15
7316,	6000113,	122.584,	-1.43782,	-2.60253,	272.685,	15
7316,	-6000113,	54.8716,	-2.00773,	2.09778,	207.983,	15
7317,	6000113,	18.381,	-5.11069,	0.212776,	1523.71,	15
7317,	-6000113,	36.6182,	-2.04843,	-2.07298,	144.361,	15
7318,	6000113,	87.5596,	0.462631,	2.2476,	97.098,	15
7318,	-6000113,	44.0474,	0.625106,	-0.511452,	52.9373,	15
7319,	6000113,	70.0066,	1.79066,	2.53057,	215.629,	15
7319,	-6000113,	39.4194,	0.561576,	-0.603386,	45.8003,	15
7320,	6000113,	44.8739,	-2.21013,	-1.7853,	207.016,	15
7320,	-6000113,	45.9065,	-3.80329,	0.860105,	1029.93,	15
7321,	6000113,	188.964,	2.22481,	1.10719,	884.336,	15
7321,	-6000113,	227.95,	2.25579,	0.503168,	1099.58,	15
7322,	6000113,	96.812,	-3.26429,	2.36719,	1268.23,	15
7322,	-6000113,	46.7428,	-2.36265,	-0.648348,	250.384,	15
7323,	6000113,	140.011,	-0.646967,	-0.966902,	170.35,	15
7323,	-6000113,	49.0599,	-0.606444,	1.19227,	58.3613,	15
7324,	6000113,	40.5399,	-3.4485,	-1.52081,	638.199,	15
7324,	-6000113,	53.76,	-1.78125,	2.047,	164.12,	15
7325,	6000113,	48.6397,	-0.156047,	-1.46283,	49.2331,	15
7325,	-6000113,	40.3601,	-1.84377,	2.05613,	130.738,	15
7326,	6000113,	61.1963,	0.0182397,	2.0121,	61.2065,	15
7326,	-6000113,	52.9826,	0.829705,	-1.08034,	72.29,	15
7327,	6000113,	68.6513,	0.991169,	-3.06231,	105.226,	15
7327,	-6000113,	54.8129,	1.18645,	0.308539,	98.1351,	15
7328,	6000113,	156.206,	3.21796,	-0.482543,	1953.92,	15
7328,	-6000113,	14.8876,	2.11602,	-2.28709,	62.6658,	15
7329,	6000113,	52.3441,	-3.33122,	2.33344,	733.03,	15
7329,	-6000113,	40.7021,	-1.72126,	-1.31311,	117.434,	15
7330,	6000113,	27.5341,	3.67736,	-0.00433328,	544.721,	15
7330,	-6000113,	5.03385,	0.292316,	-1.39541,	5.25045,	15
7331,	6000113,	36.9078,	0.233297,	-2.42849,	37.9167,	15
7331,	-6000113,	202.612,	1.48705,	-2.33224,	471.081,	15
7332,	6000113,	100.867,	-1.13287,	-2.07204,	172.818,	15
7332,	-6000113,	24.6621,	-2.57646,	0.446178,	163.098,	15
7333,	6000113,	47.9108,	-0.460224,	-2.44249,	53.0749,	15
7333,	-6000113,	55.1925,	1.22352,	-0.597702,	101.922,	15
7334,	6000113,	46.0843,	-2.33198,	-1.06365,	239.534,	15
7334,	-6000113,	62.6957,	-1.21991,	1.51831,	115.427,	15
7335,	6000113,	46.2836,	-2.25268,	2.6626,	222.585,	15
7335,	-6000113,	80.9871,	-2.96938,	0.333157,	790.887,	15
7336,	6000113,	60.0876,	1.77261,	1.33079,	181.948,	15
7336,	-6000113,	62.1596,	0.692762,	-3.06812,	77.6815,	15
7337,	6000113,	61.9414,	0.819183,	0.202536,	83.9131,	15
7337,	-6000113,	14.7768,	4.03555,	2.54402,	418.12,	15
7338,	6000113,	48.3722,	0.870842,	2.07888,	67.903,	15
7338,	-6000113,	52.8016,	2.83358,	1.70886,	450.532,	15
7339,	6000113,	37.6927,	0.181527,	1.94883,	38.3154,	15
7339,	-6000113,	115.294,	-0.148746,	-2.11245,	116.572,	15
7340,	6000113,	174.195,	-2.05276,	1.74494,	689.619,	15
7340,	-6000113,	70.1836,	-1.77589,	0.610024,	213.179,	15
7341,	6000113,	73.4239,	1.72557,	-2.83728,	212.702,	15
7341,	-6000113,	94.036,	2.48078,	-1.43156,	565.829,	15
7342,	6000113,	47.016,	-0.662493,	-3.12076,	57.7165,	15
7342,	-6000113,	78.126,	-1.3661,	-0.440468,	163.093,	15
7343,	6000113,	46.3488,	2.09404,	1.11324,	190.976,	15
7343,	-6000113,	55.9492,	3.35997,	-1.86895,	806.312,	15
7344,	6000113,	46.9965,	1.10265,	-1.3506,	78.5813,	15
7344,	-6000113,	56.88,	-0.138081,	1.89724,	57.4231,	15
7345,	6000113,	88.0419,	0.00289976,	2.79708,	88.0422,	15
7345,	-6000113,	44.35,	1.04386,	-0.739212,	70.7881,	15
7346,	6000113,	95.7793,	0.762888,	-1.42457,	125.029,	15
7346,	-6000113,	181.144,	0.951862,	2.57063,	269.592,	15
7347,	6000113,	26.6532,	-2.78054,	-2.20931,	215.755,	15
7347,	-6000113,	38.5283,	-0.200124,	0.0249031,	39.3024,	15
7348,	6000113,	79.1253,	0.2897,	-2.94293,	82.4689,	15
7348,	-6000113,	29.9414,	1.69366,	0.258017,	84.1836,	15
7349,	6000113,	44.3358,	0.375512,	-2.70565,	47.4986,	15
7349,	-6000113,	50.3706,	-1.48555,	1.16563,	116.955,	15
7350,	6000113,	111.113,	0.841476,	0.099815,	152.828,	15
7350,	-6000113,	30.9463,	-0.367652,	-1.73414,	33.0614,	15
7351,	6000113,	34.8433,	-3.16303,	-0.710768,	412.621,	15
7351,	-6000113,	41.2886,	-0.795982,	0.537133,	55.074,	15
7352,	6000113,	81.9872,	2.04217,	-3.02406,	321.268,	15
7352,	-6000113,	45.5829,	1.70664,	-0.202718,	129.727,	15
7353,	6000113,	83.1807,	0.637362,	2.39184,	100.656,	15
7353,	-6000113,	60.6436,	0.8928,	-0.138707,	86.4615,	15
7354,	6000113,	31.9475,	2.06185,	-2.45012,	127.593,	15
7354,	-6000113,	133.769,	1.05127,	2.08312,	214.753,	15
7355,	6000113,	73.4875,	-2.59642,	-1.41489,	495.678,	15
7355,	-6000113,	22.0348,	-0.798159,	0.673378,	29.4341,	15
7356,	6000113,	79.5177,	2.15139,	2.64799,	346.423,	15
7356,	-6000113,	39.1778,	1.14387,	-1.16898,	67.7284,	15
7357,	6000113,	56.3543,	-2.28738,	-0.635401,	280.379,	15
7357,	-6000113,	75.1389,	-3.15644,	2.25023,	883.986,	15
7358,	6000113,	27.0414,	1.37412,	-2.52531,	56.8497,	15
7358,	-6000113,	28.2201,	-1.69616,	-1.0842,	79.5291,	15
7359,	6000113,	54.1937,	0.254369,	-1.15042,	55.9565,	15
7359,	-6000113,	59.162,	-1.40541,	2.54206,	127.862,	15
7360,	6000113,	29.8607,	-0.488883,	2.28798,	33.5008,	15
7360,	-6000113,	101.382,	-1.32101,	-0.703339,	203.477,	15
7361,	6000113,	78.6701,	-0.535796,	1.24327,	90.2351,	15
7361,	-6000113,	49.5822,	0.180211,	-1.08949,	50.3895,	15
7362,	6000113,	64.5147,	0.797986,	1.56928,	86.169,	15
7362,	-6000113,	66.0012,	0.262117,	-1.53705,	68.2815,	15
7363,	6000113,	83.7632,	0.729289,	-2.66748,	107.043,	15
7363,	-6000113,	103.73,	1.37946,	2.37219,	219.103,	15
7364,	6000113,	35.1186,	-4.09744,	1.84236,	1057.11,	15
7364,	-6000113,	34.4005,	-1.84206,	-1.29463,	111.251,	15
7365,	6000113,	44.5997,	1.19692,	2.582,	80.5479,	15
7365,	-6000113,	85.1399,	-0.307322,	1.31841,	89.1923,	15
7366,	6000113,	53.0389,	1.09485,	-0.71578,	88.1324,	15
7366,	-6000113,	62.5464,	1.86857,	2.85771,	207.447,	15
7367,	6000113,	43.9365,	1.00694,	-1.69994,	68.1573,	15
7367,	-6000113,	84.2988,	-0.682595,	-2.69696,	104.712,	15
7368,	6000113,	71.4908,	1.37538,	0.875422,	150.464,	15
7368,	-6000113,	229.992,	0.448487,	1.02208,	253.513,	15
7369,	6000113,	51.6623,	0.533677,	-1.22426,	59.1956,	15
7369,	-6000113,	39.2424,	-1.23901,	1.67681,	73.4199,	15
7370,	6000113,	82.5567,	2.25105,	1.01304,	396.395,	15
7370,	-6000113,	55.177,	2.61708,	-2.22091,	379.859,	15
7371,	6000113,	91.9396,	0.955712,	1.5854,	137.223,	15
7371,	-6000113,	27.332,	-1.09821,	1.72475,	45.5386,	15
7372,	6000113,	78.2787,	-0.487571,	1.90456,	87.769,	15
7372,	-6000113,	87.286,	-1.34231,	-1.18296,	178.462,	15
7373,	6000113,	134.067,	-1.54285,	-2.90704,	327.905,	15
7373,	-6000113,	72.5439,	-2.27404,	0.511037,	356.243,	15
7374,	6000113,	66.9864,	-0.197865,	-1.29096,	68.302,	15
7374,	-6000113,	56.0976,	0.258072,	1.83618,	57.9761,	15
7375,	6000113,	51.8275,	-1.34457,	1.98654,	106.174,	15
7375,	-6000113,	81.9531,	0.0656504,	-3.11752,	82.1297,	15
7376,	6000113,	51.9287,	2.27929,	-1.54215,	256.323,	15
7376,	-6000113,	47.9323,	0.921713,	1.76639,	69.7757,	15
7377,	6000113,	64.7899,	0.363313,	0.881756,	69.1131,	15
7377,	-6000113,	49.6818,	-0.450318,	-2.20094,	54.8049,	15
7378,	6000113,	144.645,	2.66358,	-2.07855,	1042.7,	15
7378,	-6000113,	28.9405,	2.97427,	1.79385,	283.998,	15
7379,	6000113,	61.8802,	-1.90728,	0.695597,	212.969,	15
7379,	-6000113,	51.1663,	-0.492284,	-2.52404,	57.4925,	15
7380,	6000113,	69.7408,	-0.549639,	-1.93525,	80.5432,	15
7380,	-6000113,	29.5027,	1.47411,	-0.17417,	67.7987,	15
7381,	6000113,	53.4486,	-1.97857,	0.89448,	196.977,	15
7381,	-6000113,	69.0972,	-2.339,	-2.46927,	361.629,	15
7382,	6000113,	46.0214,	0.303252,	-0.993751,	48.1538,	15
7382,	-6000113,	46.9635,	-1.49518,	1.87138,	109.997,	15
7383,	6000113,	49.8544,	0.873362,	-2.42601,	70.1076,	15
7383,	-6000113,	86.8835,	0.609836,	0.904148,	103.546,	15
7384,	6000113,	78.2162,	-1.08454,	0.640658,	128.905,	15
7384,	-6000113,	51.8625,	-1.90421,	-1.40473,	177.967,	15
7385,	6000113,	59.1614,	-1.60249,	-1.46039,	152.837,	15
7385,	-6000113,	61.2483,	-2.66407,	1.87162,	441.732,	15
7386,	6000113,	69.2567,	1.80621,	2.6526,	216.483,	15
7386,	-6000113,	68.4028,	0.616335,	-0.897936,	81.8114,	15
7387,	6000113,	73.4122,	0.114772,	-1.81681,	73.8962,	15
7387,	-6000113,	57.8437,	1.17618,	-0.0379117,	102.684,	15
7388,	6000113,	74.9537,	-1.97736,	0.702696,	275.909,	15
7388,	-6000113,	29.5634,	-3.83054,	2.31859,	681.571,	15
7389,	6000113,	48.0543,	4.72104e-05,	0.65179,	48.0543,	15
7389,	-6000113,	31.8384,	-2.3878,	1.342,	174.814,	15
7390,	6000113,	75.7897,	-1.15192,	-2.73997,	131.885,	15
7390,	-6000113,	77.2723,	0.261293,	2.90703,	79.9252,	15
7391,	6000113,	51.8341,	-1.00508,	2.91636,	80.2944,	15
7391,	-6000113,	38.7041,	0.677951,	0.187809,	47.9446,	15
7392,	6000113,	60.7187,	3.13222,	1.18271,	697.309,	15
7392,	-6000113,	61.7643,	3.58065,	-2.09799,	1109.44,	15
7393,	6000113,	83.1868,	-3.22277,	1.71657,	1045.55,	15
7393,	-6000113,	21.6197,	-1.19248,	2.94854,	38.9015,	15
7394,	6000113,	72.7765,	0.715396,	2.14803,	92.2076,	15
7394,	-6000113,	73.6636,	0.848916,	-2.13234,	101.84,	15
7395,	6000113,	31.44,	3.79427,	0.761165,	699.044,	15
7395,	-6000113,	28.486,	1.22971,	-2.55474,	52.8787,	15
7396,	6000113,	41.3261,	-1.04944,	1.97694,	66.2495,	15
7396,	-6000113,	151.805,	-0.98481,	-2.08468,	231.565,	15
7397,	6000113,	58.1024,	0.0786484,	1.44334,	58.2822,	15
7397,	-6000113,	78.502,	-0.0147745,	-0.907791,	78.5106,	15
7398,	6000113,	17.2161,	3.64126,	-1.80451,	328.535,	15
7398,	-6000113,	48.4869,	0.861524,	1.71964,	67.6219,	15
7399,	6000113,	55.8846,	-1.448,	0.0168606,	125.451,	15
7399,	-6000113,	52.3787,	-0.272094,	3.00484,	54.3296,	15
7400,	6000113,	61.5258,	-1.49078,	-0.749977,	143.532,	15
7400,	-6000113,	47.267,	0.272456,	0.49048,	49.0323,	15
7401,	6000113,	106.928,	0.209739,	0.774172,	109.288,	15
7401,	-6000113,	179.057,	-0.50602,	0.174235,	202.474,	15
7402,	6000113,	15.7052,	-4.52543,	-3.10934,	725.159,	15
7402,	-6000113,	17.7295,	-0.921445,	-0.170478,	25.804,	15
7403,	6000113,	37.0486,	-0.262289,	-1.03893,	38.3304,	15
7403,	-6000113,	42.0761,	-2.21402,	2.07538,	194.849,	15
7404,	6000113,	75.3162,	0.443257,	-1.82355,	82.8371,	15
7404,	-6000113,	55.0249,	-0.245226,	1.12881,	56.6877,	15
7405,	6000113,	23.4988,	-1.38348,	-2.30786,	49.8113,	15
7405,	-6000113,	91.1198,	-2.68118,	0.877187,	668.4,	15
7406,	6000113,	71.006,	1.92704,	1.35918,	249.043,	15
7406,	-6000113,	47.5884,	3.48424,	0.0828767,	776.365,	15
7407,	6000113,	28.936,	3.24174,	0.712715,	370.632,	15
7407,	-6000113,	19.8923,	0.219335,	-2.40867,	20.3727,	15
7408,	6000113,	69.8067,	-1.10416,	-2.31054,	116.863,	15
7408,	-6000113,	53.4257,	-1.03085,	0.910886,	84.4166,	15
7409,	6000113,	33.8566,	3.20046,	2.58088,	416.175,	15
7409,	-6000113,	41.0268,	1.10106,	-0.397083,	68.5121,	15
7410,	6000113,	39.1206,	-2.02728,	1.68152,	151.105,	15
7410,	-6000113,	75.0509,	-3.07281,	-1.87299,	812.386,	15
7411,	6000113,	57.2901,	3.26403,	2.97483,	750.301,	15
7411,	-6000113,	60.8079,	2.15275,	0.000922965,	265.265,	15
7412,	6000113,	49.8477,	1.24271,	0.493653,	93.5537,	15
7412,	-6000113,	83.9888,	1.86277,	-2.95613,	277.028,	15
7413,	6000113,	32.3882,	-1.5253,	2.77987,	77.9593,	15
7413,	-6000113,	101.795,	-2.67647,	-1.01608,	743.229,	15
7414,	6000113,	39.3152,	-0.733354,	2.90993,	50.3696,	15
7414,	-6000113,	63.1439,	-2.05671,	0.251251,	250.935,	15
7415,	6000113,	9.88946,	2.80874,	0.182685,	82.3261,	15
7415,	-6000113,	172.341,	0.7066,	-1.59191,	217.185,	15
7416,	6000113,	11.1142,	-0.946769,	2.65625,	16.4789,	15
7416,	-6000113,	5.9974,	4.32066,	-0.8069,	225.657,	15
7417,	6000113,	47.4427,	-3.47189,	-0.911871,	764.502,	15
7417,	-6000113,	28.9427,	-1.48801,	2.62088,	67.3511,	15
7418,	6000113,	42.8609,	-0.0807084,	0.597103,	43.0005,	15
7418,	-6000113,	96.4439,	1.04319,	2.31108,	153.856,	15
7419,	6000113,	86.5808,	-0.67477,	2.15963,	107.051,	15
7419,	-6000113,	78.9945,	-0.0671307,	-2.6029,	79.1726,	15
7420,	6000113,	105.047,	-0.729876,	0.859097,	134.292,	15
7420,	-6000113,	33.5458,	-1.82714,	-3.11944,	106.961,	15
7421,	6000113,	73.797,	2.68934,	-0.804278,	545.723,	15
7421,	-6000113,	45.6027,	4.58273,	2.04294,	2229.77,	15
7422,	6000113,	46.3322,	-0.404432,	2.78858,	50.1733,	15
7422,	-6000113,	56.5382,	-1.78105,	-0.392398,	172.57,	15
7423,	6000113,	42.986,	3.11701,	2.49867,	486.237,	15
7423,	-6000113,	67.6387,	1.74722,	-1.21248,	199.969,	15
7424,	6000113,	33.0904,	-0.974064,	0.453306,	50.0696,	15
7424,	-6000113,	30.9053,	1.62711,	2.62434,	81.6776,	15
7425,	6000113,	41.282,	-0.620944,	2.04887,	49.4997,	15
7425,	-6000113,	52.1371,	0.971651,	-0.816569,	78.7469,	15
7426,	6000113,	42.3453,	-1.19012,	-1.0121,	76.0449,	15
7426,	-6000113,	86.7256,	-1.47721,	2.26416,	199.859,	15
7427,	6000113,	139.55,	0.835578,	1.71036,	191.168,	15
7427,	-6000113,	154.948,	0.285816,	1.05728,	161.32,	15
7428,	6000113,	87.9973,	-0.201842,	0.63611,	89.7959,	15
7428,	-6000113,	42.7079,	-1.11789,	-2.47263,	72.291,	15
7429,	6000113,	56.3139,	-2.63539,	-0.0393522,	394.773,	15
7429,	-6000113,	26.7286,	-4.71379,	3.06953,	1489.88,	15
7430,	6000113,	79.7208,	-1.73514,	-0.0490398,	233.027,	15
7430,	-6000113,	43.2409,	-2.50691,	2.98939,	266.98,	15
7431,	6000113,	271.614,	-1.93962,	1.30717,	964.213,	15
7431,	-6000113,	26.3299,	-2.51656,	-0.257283,	164.123,	15
7432,	6000113,	52.3562,	-2.75099,	2.2488,	411.571,	15
7432,	-6000113,	60.6473,	-1.66684,	-0.411319,	166.303,	15
7433,	6000113,	20.3929,	2.70196,	0.646571,	152.702,	15
7433,	-6000113,	86.0912,	-1.26141,	1.54799,	164.161,	15
7434,	6000113,	98.4695,	2.08755,	0.76315,	403.191,	15
7434,	-6000113,	26.8029,	0.21771,	2.35785,	27.4406,	15
7435,	6000113,	69.2707,	-1.52337,	0.410734,	166.445,	15
7435,	-6000113,	60.948,	-1.46321,	-2.90846,	138.696,	15
7436,	6000113,	79.5775,	-0.275206,	-2.91056,	82.6101,	15
7436,	-6000113,	107.18,	-0.0328953,	1.68032,	107.238,	15
7437,	6000113,	54.6059,	1.61983,	0.463468,	143.345,	15
7437,	-6000113,	49.9742,	2.73021,	-2.76453,	384.835,	15
7438,	6000113,	30.0529,	0.11658,	-2.01172,	30.2573,	15
7438,	-6000113,	134.655,	0.671617,	0.436548,	166.183,	15
7439,	6000113,	63.3708,	-0.0722338,	-1.31732,	63.5362,	15
7439,	-6000113,	66.1132,	0.258773,	1.75366,	68.3392,	15
7440,	6000113,	74.2733,	-0.84945,	2.80219,	102.72,	15
7440,	-6000113,	86.3459,	-1.33425,	-1.69555,	175.304,	15
7441,	6000113,	22.4152,	-2.38463,	-1.89161,	122.691,	15
7441,	-6000113,	129.632,	-0.576677,	0.445469,	151.791,	15
7442,	6000113,	90.483,	1.33797,	-2.44385,	184.3,	15
7442,	-6000113,	57.6405,	1.01011,	-0.393076,	89.6333,	15
7443,	6000113,	17.0998,	0.664487,	-0.183512,	21.0159,	15
7443,	-6000113,	59.5277,	-1.84945,	2.22679,	193.871,	15
7444,	6000113,	96.9472,	-0.120047,	-2.11108,	97.6466,	15
7444,	-6000113,	56.3278,	-0.569097,	0.873481,	65.6982,	15
7445,	6000113,	105.067,	0.869192,	3.09521,	147.319,	15
7445,	-6000113,	65.9507,	0.287733,	-0.157186,	68.6996,	15
7446,	6000113,	6.57981,	3.39474,	-1.51909,	98.1722,	15
7446,	-6000113,	16.2149,	-1.64161,	2.12725,	43.433,	15
7447,	6000113,	117.149,	1.8291,	2.59349,	374.225,	15
7447,	-6000113,	22.9477,	0.201841,	1.38565,	23.4167,	15
7448,	6000113,	79.6633,	-1.74631,	-2.56736,	235.319,	15
7448,	-6000113,	41.6842,	-0.874525,	0.793254,	58.6663,	15
7449,	6000113,	41.8023,	0.97142,	2.30223,	63.1264,	15
7449,	-6000113,	75.332,	1.80868,	-0.528529,	236.026,	15
7450,	6000113,	102.761,	-2.09465,	1.42905,	423.669,	15
7450,	-6000113,	49.0659,	-1.82592,	-2.82146,	156.265,	15
7451,	6000113,	36.1765,	0.42013,	2.18967,	39.4165,	15
7451,	-6000113,	24.7738,	3.10689,	-0.910204,	277.419,	15
7452,	6000113,	67.2983,	-0.322522,	0.356221,	70.829,	15
7452,	-6000113,	71.7471,	-0.857316,	3.03851,	99.7689,	15
7453,	6000113,	41.5496,	1.93238,	-0.915049,	146.477,	15
7453,	-6000113,	52.071,	0.352428,	2.15271,	55.3383,	15
7454,	6000113,	53.3315,	1.70163,	-0.872256,	151.069,	15
7454,	-6000113,	72.3268,	0.665398,	1.75239,	88.9378,	15
7455,	6000113,	56.9399,	0.608918,	0.54765,	67.8263,	15
7455,	-6000113,	69.4937,	1.87673,	-2.66223,	232.291,	15
7456,	6000113,	47.9907,	0.223169,	-0.0461865,	49.1907,	15
7456,	-6000113,	67.3244,	-0.753847,	-3.06243,	87.3774,	15
7457,	6000113,	79.6749,	-0.464313,	0.358655,	88.4187,	15
7457,	-6000113,	68.2292,	2.47423,	-2.34511,	407.901,	15
7458,	6000113,	23.5052,	1.76788,	-0.058442,	70.8576,	15
7458,	-6000113,	78.1007,	-0.24982,	2.00524,	80.5506,	15
7459,	6000113,	30.543,	3.05262,	0.442379,	324.029,	15
7459,	-6000113,	45.7567,	0.916983,	-2.4381,	66.3805,	15
7460,	6000113,	88.6199,	-0.141174,	0.864175,	89.5044,	15
7460,	-6000113,	44.08,	1.30338,	2.19665,	87.1312,	15
7461,	6000113,	65.447,	-0.240662,	-1.32088,	67.3514,	15
7461,	-6000113,	59.9085,	0.0423078,	1.75093,	59.9621,	15
7462,	6000113,	76.6388,	3.97073,	1.37163,	2032.54,	15
7462,	-6000113,	71.7575,	3.50516,	-2.00953,	1195.36,	15
7463,	6000113,	83.7455,	1.73759,	0.434994,	245.357,	15
7463,	-6000113,	113.23,	2.42771,	-0.641586,	646.605,	15
7464,	6000113,	20.3058,	1.93044,	2.77853,	71.4521,	15
7464,	-6000113,	46.6921,	4.23351,	-0.908954,	1610.26,	15
7465,	6000113,	57.5645,	0.180704,	-1.22062,	58.5069,	15
7465,	-6000113,	66.0333,	0.0735163,	1.88979,	66.2119,	15
7466,	6000113,	87.5018,	1.85496,	-1.83161,	286.476,	15
7466,	-6000113,	68.4698,	1.71488,	0.0713785,	196.371,	15
7467,	6000113,	39.9797,	1.75361,	-2.17864,	118.911,	15
7467,	-6000113,	43.498,	3.87705,	0.827624,	1050.53,	15
7468,	6000113,	51.9963,	-0.8618,	-0.0836159,	72.5301,	15
7468,	-6000113,	127.429,	-0.668016,	1.60131,	156.935,	15
7469,	6000113,	45.282,	-1.30886,	-0.0990495,	89.9318,	15
7469,	-6000113,	28.2054,	0.955099,	2.96501,	42.0783,	15
7470,	6000113,	42.8473,	0.431333,	0.828634,	46.8953,	15
7470,	-6000113,	101.214,	-0.662581,	2.42175,	124.256,	15
7471,	6000113,	51.3417,	1.32634,	1.87981,	103.522,	15
7471,	-6000113,	123.152,	0.495287,	-3.0228,	138.569,	15
7472,	6000113,	29.6358,	-2.23309,	2.07037,	139.819,	15
7472,	-6000113,	156.852,	-0.584319,	1.60336,	184.399,	15
7473,	6000113,	29.8893,	1.88995,	-1.04884,	101.177,	15
7473,	-6000113,	132.676,	1.10779,	2.32712,	222.759,	15
7474,	6000113,	147.854,	1.40628,	0.952647,	319.795,	15
7474,	-6000113,	66.0511,	1.14159,	-0.487215,	113.973,	15
7475,	6000113,	76.2066,	1.73676,	1.32428,	223.095,	15
7475,	-6000113,	57.4877,	1.68453,	-1.34067,	160.26,	15
7476,	6000113,	84.746,	-3.19153,	2.75906,	1032.49,	15
7476,	-6000113,	82.9618,	-2.91285,	1.0883,	765.886,	15
7477,	6000113,	80.4458,	-1.82927,	-0.0287176,	257.02,	15
7477,	-6000113,	22.2685,	-4.14354,	0.0820851,	701.92,	15
7478,	6000113,	94.2867,	0.53766,	-2.3757,	108.246,	15
7478,	-6000113,	44.0442,	0.784991,	1.45935,	58.3258,	15
7479,	6000113,	29.657,	-0.473216,	-1.55553,	33.0401,	15
7479,	-6000113,	205.135,	-0.694005,	0.11495,	256.551,	15
7480,	6000113,	96.6711,	1.19007,	-1.41166,	173.598,	15
7480,	-6000113,	89.2909,	0.0921784,	-2.05862,	89.6705,	15
7481,	6000113,	232.248,	0.73768,	-2.10488,	298.358,	15
7481,	-6000113,	25.9028,	-0.576551,	-1.53915,	30.3286,	15
7482,	6000113,	78.6233,	2.23213,	-2.49475,	370.59,	15
7482,	-6000113,	49.4991,	2.42833,	0.886013,	282.841,	15
7483,	6000113,	45.0815,	-2.49149,	-1.36137,	274.142,	15
7483,	-6000113,	64.1714,	-1.26733,	1.35875,	122.983,	15
7484,	6000113,	105.289,	2.15224,	3.03431,	459.079,	15
7484,	-6000113,	33.7269,	1.59767,	0.0788801,	86.7433,	15
7485,	6000113,	70.8283,	-2.35461,	-1.16219,	376.416,	15
7485,	-6000113,	55.1683,	-1.70239,	2.6584,	156.383,	15
7486,	6000113,	64.9816,	-0.691343,	1.6991,	81.1392,	15
7486,	-6000113,	83.9452,	-0.793848,	-0.648558,	111.815,	15
7487,	6000113,	41.2597,	0.836382,	-0.584447,	56.5521,	15
7487,	-6000113,	14.9612,	-2.47297,	-1.67118,	89.3327,	15
7488,	6000113,	70.856,	0.31394,	-0.573056,	74.3765,	15
7488,	-6000113,	123.26,	-0.645297,	0.42154,	149.826,	15
7489,	6000113,	14.6521,	0.776882,	1.55503,	19.3006,	15
7489,	-6000113,	36.1446,	3.7315,	0.856226,	754.799,	15
7490,	6000113,	58.5794,	-1.15424,	-0.0273916,	102.131,	15
7490,	-6000113,	63.9722,	-1.28613,	-2.92889,	124.589,	15
7491,	6000113,	48.3908,	3.71083,	-2.41736,	989.887,	15
7491,	-6000113,	79.0428,	2.07413,	2.58836,	319.462,	15
7492,	6000113,	42.1272,	1.58453,	2.10796,	107.046,	15
7492,	-6000113,	38.3314,	3.53956,	-0.717618,	660.848,	15
7493,	6000113,	50.5664,	-2.59405,	-2.03314,	340.274,	15
7493,	-6000113,	86.7838,	-2.72031,	0.490728,	661.767,	15
7494,	6000113,	61.1595,	0.928066,	-0.00996143,	89.4436,	15
7494,	-6000113,	32.3737,	-0.753301,	-2.80456,	42.0017,	15
7495,	6000113,	70.6648,	-0.754692,	1.19275,	91.7622,	15
7495,	-6000113,	100.789,	1.60352,	-1.17309,	260.624,	15
7496,	6000113,	64.0718,	0.611697,	-3.01169,	76.4372,	15
7496,	-6000113,	55.0664,	1.90602,	0.577811,	189.289,	15
7497,	6000113,	65.1916,	0.408643,	2.55304,	70.7109,	15
7497,	-6000113,	48.2596,	-0.817,	0.421619,	65.282,	15
7498,	6000113,	69.28,	3.12394,	-1.99808,	789.088,	15
7498,	-6000113,	59.3665,	2.01253,	-0.356141,	226.063,	15
7499,	6000113,	26.5814,	0.36092,	0.0973906,	28.3316,	15
7499,	-6000113,	68.3836,	-1.43761,	2.93386,	152.089,	15
7500,	6000113,	75.0244,	-0.577022,	1.68922,	87.8647,	15
7500,	-6000113,	47.0103,	-1.33953,	-1.18157,	95.8823,	15
7501,	6000113,	66.8176,	-0.606469,	2.26415,	79.4868,	15
7501,	-6000113,	67.72,	-0.352918,	-0.758374,	71.9812,	15
7502,	6000113,	102.051,	-1.12441,	-1.49483,	173.652,	15
7502,	-6000113,	25.2671,	0.485487,	1.52071,	28.3038,	15
7503,	6000113,	115.074,	2.54427,	0.988585,	737.191,	15
7503,	-6000113,	41.0449,	1.73346,	-0.817422,	119.787,	15
7504,	6000113,	122.945,	1.86029,	1.60599,	404.565,	15
7504,	-6000113,	72.5371,	2.71731,	-2.15418,	551.482,	15
7505,	6000113,	44.0619,	-1.63554,	0.132911,	117.361,	15
7505,	-6000113,	60.4847,	-2.7829,	3.08179,	490.765,	15
7506,	6000113,	28.3011,	2.02157,	1.61283,	108.714,	15
7506,	-6000113,	38.0937,	-0.710928,	0.436712,	48.1327,	15
7507,	6000113,	28.5816,	-1.11058,	-0.660498,	48.0954,	15
7507,	-6000113,	71.3812,	0.745169,	2.52583,	92.1336,	15
7508,	6000113,	57.865,	1.34878,	-0.712997,	118.978,	15
