event_index,	id,	pt,	eta,	phi,	momentum,	mass
2695,	-6000113,	24.0861,	2.21868,	0.265998,	112.048,	15
2696,	6000113,	13.547,	-1.40746,	1.83491,	29.3316,	15
2696,	-6000113,	12.1547,	3.09516,	-2.78367,	134.529,	15
2697,	6000113,	17.9293,	3.73926,	2.38743,	377.326,	15
2697,	-6000113,	302.094,	1.31432,	1.80508,	602.809,	15
2698,	6000113,	58.6595,	-0.311142,	-1.99662,	61.5219,	15
2698,	-6000113,	65.1758,	0.0250059,	0.736459,	65.1961,	15
2699,	6000113,	12.8172,	3.01321,	-2.50606,	130.747,	15
2699,	-6000113,	22.634,	-0.909501,	-0.216585,	32.6587,	15
2700,	6000113,	55.8053,	-0.794646,	-2.00349,	74.3717,	15
2700,	-6000113,	87.5101,	-0.897863,	1.295,	125.218,	15
2701,	6000113,	95.3361,	2.95163,	-0.314174,	914.721,	15
2701,	-6000113,	81.9066,	1.49922,	-2.60951,	192.542,	15
2702,	6000113,	59.7389,	1.84766,	0.0114555,	194.228,	15
2702,	-6000113,	69.2789,	1.99624,	3.10342,	259.697,	15
2703,	6000113,	76.5028,	0.754312,	-2.96749,	99.3191,	15
2703,	-6000113,	47.4545,	1.2381,	-0.00161788,	88.7157,	15
2704,	6000113,	66.4174,	-1.67948,	1.41585,	184.283,	15
2704,	-6000113,	32.2263,	0.569464,	1.80559,	37.5944,	15
2705,	6000113,	65.895,	-0.313262,	-1.51686,	69.1548,	15
2705,	-6000113,	58.9466,	-0.749115,	1.45188,	76.2743,	15
2706,	6000113,	55.8216,	1.09983,	1.49835,	93.1267,	15
2706,	-6000113,	85.3343,	-0.0799586,	0.0316851,	85.6072,	15
2707,	6000113,	67.039,	-1.53816,	-0.217717,	163.266,	15
2707,	-6000113,	65.8104,	-1.15043,	-2.83547,	114.38,	15
2708,	6000113,	52.8646,	-0.682545,	-2.675,	65.6641,	15
2708,	-6000113,	67.6359,	-0.280297,	0.37558,	70.3103,	15
2709,	6000113,	74.9465,	3.09098,	-2.19732,	826.062,	15
2709,	-6000113,	69.1191,	3.13263,	0.956226,	794.105,	15
2710,	6000113,	59.8026,	1.91961,	-0.346456,	208.262,	15
2710,	-6000113,	83.6317,	2.22736,	1.67671,	392.365,	15
2711,	6000113,	105.874,	-2.54986,	2.10288,	682.014,	15
2711,	-6000113,	35.5518,	-3.1569,	-1.41097,	418.446,	15
2712,	6000113,	55.0968,	-1.16293,	1.31799,	96.7459,	15
2712,	-6000113,	53.56,	-2.15673,	-1.48516,	234.554,	15
2713,	6000113,	114.695,	1.77528,	-1.30402,	348.178,	15
2713,	-6000113,	28.2442,	0.991332,	2.14299,	43.297,	15
2714,	6000113,	26.7896,	0.2721,	0.497514,	27.7874,	15
2714,	-6000113,	276.277,	1.03488,	-0.58242,	437.904,	15
2715,	6000113,	74.6023,	-1.58732,	-3.07297,	190.053,	15
2715,	-6000113,	67.3045,	-1.62801,	0.525009,	178.023,	15
2716,	6000113,	38.012,	2.11141,	1.85653,	159.288,	15
2716,	-6000113,	122.915,	2.11428,	-0.611732,	516.507,	15
2717,	6000113,	118.844,	-0.497054,	-2.11298,	133.83,	15
2717,	-6000113,	77.1403,	0.233601,	3.05031,	79.2547,	15
2718,	6000113,	72.4076,	-0.500328,	-1.54276,	81.661,	15
2718,	-6000113,	57.6237,	-0.963112,	1.64529,	86.48,	15
2719,	6000113,	61.7468,	1.22547,	2.03325,	114.213,	15
2719,	-6000113,	62.3379,	1.81713,	-0.506542,	196.884,	15
2720,	6000113,	48.1271,	0.159958,	-0.402274,	48.7441,	15
2720,	-6000113,	48.6782,	1.70852,	-3.071,	138.779,	15
2721,	6000113,	27.3336,	-3.09488,	-2.36451,	302.445,	15
2721,	-6000113,	188.143,	-2.1722,	-0.821092,	836.44,	15
2722,	6000113,	13.1463,	1.01734,	-1.32924,	20.5568,	15
2722,	-6000113,	58.1476,	-1.90716,	1.11576,	200.098,	15
2723,	6000113,	51.3755,	-2.1114,	1.88344,	215.285,	15
2723,	-6000113,	87.3979,	-2.09168,	-0.670789,	359.294,	15
2724,	6000113,	37.0018,	1.12476,	-2.91267,	62.9809,	15
2724,	-6000113,	36.9151,	-1.20289,	0.230181,	67.0016,	15
2725,	6000113,	51.6689,	-0.994225,	0.212066,	79.3799,	15
2725,	-6000113,	67.6447,	-1.59843,	3.0865,	174.1,	15
2726,	6000113,	22.292,	-1.11012,	2.45247,	37.4978,	15
2726,	-6000113,	15.5386,	-4.59767,	-0.635345,	771.203,	15
2727,	6000113,	70.6848,	0.169005,	1.71324,	71.6967,	15
2727,	-6000113,	79.4673,	-0.128997,	-0.188305,	80.1294,	15
2728,	6000113,	79.653,	-1.95604,	1.77183,	287.257,	15
2728,	-6000113,	42.2308,	-3.36247,	-0.812941,	610.129,	15
2729,	6000113,	23.9413,	-1.02696,	0.909568,	37.7155,	15
2729,	-6000113,	28.2499,	2.02955,	-2.29117,	109.357,	15
2730,	6000113,	66.9203,	0.963903,	-0.392429,	100.491,	15
2730,	-6000113,	50.0792,	-0.127133,	1.97385,	50.4845,	15
2731,	6000113,	63.4419,	-2.4382,	-2.98594,	366.05,	15
2731,	-6000113,	42.477,	-3.57498,	0.236167,	758.683,	15
2732,	6000113,	30.6772,	0.646401,	-0.00842107,	37.3125,	15
2732,	-6000113,	49.0492,	-1.43366,	2.92802,	108.705,	15
2733,	6000113,	61.0556,	-0.789821,	0.765254,	81.1102,	15
2733,	-6000113,	58.3863,	0.605946,	2.36596,	69.4372,	15
2734,	6000113,	50.1471,	-1.27073,	1.12789,	96.385,	15
2734,	-6000113,	64.915,	-0.230137,	-1.29394,	66.6417,	15
2735,	6000113,	45.7038,	-2.12616,	-1.1891,	194.285,	15
2735,	-6000113,	44.9867,	-0.256624,	0.988055,	46.4761,	15
2736,	6000113,	70.997,	1.15623,	-0.405916,	123.982,	15
2736,	-6000113,	25.9495,	-0.693673,	-2.68002,	32.4471,	15
2737,	6000113,	54.6394,	-0.583215,	-2.20258,	64.1983,	15
2737,	-6000113,	47.1088,	1.77416,	1.34747,	142.856,	15
2738,	6000113,	58.9048,	0.416357,	1.06783,	64.0846,	15
2738,	-6000113,	103.795,	-0.684268,	2.45854,	129.057,	15
2739,	6000113,	78.0218,	0.641683,	2.01515,	94.6435,	15
2739,	-6000113,	63.5836,	0.268188,	-0.91835,	65.8839,	15
2740,	6000113,	65.9752,	1.341,	-1.35161,	134.736,	15
2740,	-6000113,	87.2007,	0.566474,	0.301638,	101.57,	15
2741,	6000113,	96.5368,	-0.771713,	0.257558,	126.738,	15
2741,	-6000113,	94.4253,	0.208684,	-0.573334,	96.4889,	15
2742,	6000113,	67.478,	0.917751,	1.61563,	97.9467,	15
2742,	-6000113,	57.6539,	-0.0292484,	-1.35472,	57.6786,	15
2743,	6000113,	85.3944,	0.823023,	-2.14771,	115.986,	15
2743,	-6000113,	53.2816,	0.435339,	1.0709,	58.4107,	15
2744,	6000113,	54.1085,	0.559596,	0.00841271,	62.8038,	15
2744,	-6000113,	71.7494,	0.0308023,	-2.51196,	71.7835,	15
2745,	6000113,	68.9759,	0.773524,	-3.03111,	90.661,	15
2745,	-6000113,	72.5205,	1.33805,	1.01457,	147.723,	15
2746,	6000113,	159.106,	0.453813,	-2.53049,	175.773,	15
2746,	-6000113,	23.1819,	2.00036,	1.36673,	87.2454,	15
2747,	6000113,	73.897,	1.7594,	2.17575,	220.993,	15
2747,	-6000113,	13.1788,	-1.00794,	-1.64153,	20.4596,	15
2748,	6000113,	71.6615,	-1.44182,	1.44372,	159.979,	15
2748,	-6000113,	83.3731,	-0.424587,	-2.47241,	91.0017,	15
2749,	6000113,	69.1063,	-2.99004,	-1.15537,	688.88,	15
2749,	-6000113,	64.1427,	-2.09736,	1.43423,	265.148,	15
2750,	6000113,	68.0371,	-0.712159,	0.434344,	86.032,	15
2750,	-6000113,	58.4876,	-1.07838,	-2.39619,	95.9214,	15
2751,	6000113,	46.4777,	-0.553762,	-1.77897,	53.7879,	15
2751,	-6000113,	77.1218,	-1.05482,	1.14932,	124.155,	15
2752,	6000113,	49.9819,	-0.0894928,	0.84284,	50.1822,	15
2752,	-6000113,	58.2875,	1.08754,	-2.29761,	96.291,	15
2753,	6000113,	53.5418,	0.0290556,	0.759986,	53.5644,	15
2753,	-6000113,	116.469,	0.411887,	-0.910498,	126.489,	15
2754,	6000113,	61.4323,	2.9472,	0.419039,	586.834,	15
2754,	-6000113,	72.4163,	2.77147,	-1.99029,	580.95,	15
2755,	6000113,	44.0761,	1.12179,	-0.468064,	74.8422,	15
2755,	-6000113,	38.5883,	-0.866906,	2.24775,	54.0195,	15
2756,	6000113,	51.1256,	-0.890084,	-2.87399,	72.7505,	15
2756,	-6000113,	65.4295,	-0.0953938,	0.357285,	65.7274,	15
2757,	6000113,	132.063,	3.17219,	2.23614,	1578.25,	15
2757,	-6000113,	47.1661,	3.06554,	-2.26836,	506.864,	15
2758,	6000113,	67.3846,	2.27377,	-2.34662,	330.822,	15
2758,	-6000113,	63.168,	2.1927,	0.394925,	286.498,	15
2759,	6000113,	12.6504,	-4.35147,	1.13026,	490.87,	15
2759,	-6000113,	57.686,	-1.09582,	-0.818138,	95.9288,	15
2760,	6000113,	156.516,	0.201289,	-1.90836,	159.697,	15
2760,	-6000113,	42.4804,	0.436993,	0.0492025,	46.6015,	15
2761,	6000113,	85.099,	1.1452,	2.75656,	147.274,	15
2761,	-6000113,	134.511,	1.81367,	-2.51049,	423.439,	15
2762,	6000113,	98.0099,	1.0285,	1.62122,	154.582,	15
2762,	-6000113,	38.0812,	0.724078,	-1.39482,	48.5078,	15
2763,	6000113,	124.77,	0.929738,	-1.77357,	182.694,	15
2763,	-6000113,	32.8174,	1.41407,	1.31768,	71.4734,	15
2764,	6000113,	40.6157,	1.59567,	1.80396,	104.269,	15
2764,	-6000113,	75.9332,	2.91197,	-0.0437443,	700.381,	15
2765,	6000113,	57.7161,	1.74914,	1.14257,	170.942,	15
2765,	-6000113,	57.7003,	1.09811,	-1.92053,	96.1286,	15
2766,	6000113,	38.9157,	0.919009,	-3.05063,	56.5391,	15
2766,	-6000113,	59.5061,	-0.52953,	0.0506302,	68.0457,	15
2767,	6000113,	25.8829,	-1.10308,	-2.82397,	43.2926,	15
2767,	-6000113,	101.333,	-2.1959,	0.163932,	461.029,	15
2768,	6000113,	75.3025,	0.0100665,	-2.15338,	75.3063,	15
2768,	-6000113,	49.2918,	0.590154,	1.22383,	58.1275,	15
2769,	6000113,	43.3784,	-2.43462,	-2.12184,	249.406,	15
2769,	-6000113,	77.2048,	-1.69948,	1.28962,	218.254,	15
2770,	6000113,	33.4555,	0.681084,	-1.64827,	41.5198,	15
2770,	-6000113,	77.563,	-0.554356,	1.70154,	89.7893,	15
2771,	6000113,	57.6716,	0.699396,	-1.03385,	72.3612,	15
2771,	-6000113,	63.3545,	0.12541,	1.82447,	63.8533,	15
2772,	6000113,	62.1706,	1.67103,	1.90025,	171.146,	15
2772,	-6000113,	61.3537,	1.55725,	-1.53128,	152.049,	15
2773,	6000113,	50.8423,	-0.795993,	1.31818,	67.8179,	15
2773,	-6000113,	60.4021,	-1.94949,	-1.32334,	216.465,	15
2774,	6000113,	71.8828,	-0.995737,	0.585955,	110.562,	15
2774,	-6000113,	52.6767,	-1.00313,	-2.58253,	81.4789,	15
2775,	6000113,	50.4458,	-1.84213,	1.59317,	163.153,	15
2775,	-6000113,	69.9122,	-0.860268,	-1.55005,	97.4172,	15
2776,	6000113,	47.8424,	1.02802,	-2.87228,	75.4293,	15
2776,	-6000113,	64.5168,	2.14902,	0.784649,	280.424,	15
2777,	6000113,	60.0408,	-0.00429818,	-2.34318,	60.0413,	15
2777,	-6000113,	56.936,	0.810786,	0.317371,	76.698,	15
2778,	6000113,	123.492,	0.232852,	1.22925,	126.855,	15
2778,	-6000113,	13.4928,	-1.6931,	-2.38725,	37.9166,	15
2779,	6000113,	71.5074,	-0.0830261,	-2.58355,	71.754,	15
2779,	-6000113,	55.9797,	-0.0136947,	0.725167,	55.985,	15
2780,	6000113,	28.4074,	0.456724,	-2.56187,	31.4222,	15
2780,	-6000113,	63.6653,	-1.37462,	1.03504,	133.904,	15
2781,	6000113,	33.0146,	-0.94025,	-2.72858,	48.7155,	15
2781,	-6000113,	116.31,	-1.47203,	1.1393,	266.789,	15
2782,	6000113,	72.6193,	-0.00484479,	2.83771,	72.6201,	15
2782,	-6000113,	84.9304,	-0.774726,	-0.272467,	111.719,	15
2783,	6000113,	89.2262,	-1.85618,	-2.76923,	292.462,	15
2783,	-6000113,	63.1326,	-1.77227,	-0.746913,	191.107,	15
2784,	6000113,	100.883,	0.582879,	3.0138,	118.511,	15
2784,	-6000113,	79.0714,	-0.439846,	2.11169,	86.8443,	15
2785,	6000113,	33.9828,	-3.55035,	0.959086,	592.223,	15
2785,	-6000113,	119.353,	-1.91736,	2.68024,	414.75,	15
2786,	6000113,	57.1616,	-0.248235,	-0.440287,	58.9318,	15
2786,	-6000113,	68.0709,	1.12502,	2.36749,	115.888,	15
2787,	6000113,	68.149,	2.13312,	0.356265,	291.665,	15
2787,	-6000113,	48.8018,	2.94944,	-2.24263,	467.22,	15
2788,	6000113,	62.8101,	1.71724,	1.04771,	180.538,	15
2788,	-6000113,	66.5956,	1.68303,	-2.60698,	185.391,	15
2789,	6000113,	53.3878,	-2.4009,	-2.21282,	296.935,	15
2789,	-6000113,	43.0072,	-0.856777,	0.0931767,	59.7819,	15
2790,	6000113,	71.9102,	-2.42498,	-1.59784,	409.548,	15
2790,	-6000113,	78.342,	0.289873,	2.11239,	81.6565,	15
2791,	6000113,	36.1825,	3.70946,	1.37332,	739.138,	15
2791,	-6000113,	36.009,	1.47596,	-1.73814,	82.8889,	15
2792,	6000113,	45.1364,	-1.33276,	-0.219595,	91.5198,	15
2792,	-6000113,	197.236,	-1.23437,	-1.69827,	367.573,	15
2793,	6000113,	22.8869,	-0.0649464,	0.135751,	22.9352,	15
2793,	-6000113,	57.6315,	-2.3211,	-2.38451,	296.372,	15
2794,	6000113,	71.3902,	0.258732,	-0.328729,	73.7931,	15
2794,	-6000113,	68.175,	0.345058,	-2.44448,	72.274,	15
2795,	6000113,	64.9466,	2.28692,	0.546366,	322.984,	15
2795,	-6000113,	63.4186,	2.06127,	3.0898,	253.142,	15
2796,	6000113,	105.277,	0.806929,	-2.78086,	141.453,	15
2796,	-6000113,	54.3061,	-1.11837,	-1.84898,	91.9587,	15
2797,	6000113,	53.9481,	0.744494,	0.377282,	69.6025,	15
2797,	-6000113,	77.5418,	-0.350286,	-2.99199,	82.3479,	15
2798,	6000113,	112.322,	0.76887,	1.98362,	147.19,	15
2798,	-6000113,	97.4586,	0.710481,	-1.21113,	123.109,	15
2799,	6000113,	71.7172,	0.923177,	-1.54378,	104.511,	15
2799,	-6000113,	61.5061,	0.850511,	1.80849,	85.1257,	15
2800,	6000113,	32.6157,	1.29973,	0.311492,	64.2678,	15
2800,	-6000113,	130.663,	1.08269,	2.68591,	215.025,	15
2801,	6000113,	79.3428,	0.476897,	-1.87755,	88.5376,	15
2801,	-6000113,	47.6463,	0.486731,	1.12867,	53.4025,	15
2802,	6000113,	96.642,	1.43493,	-2.01414,	214.424,	15
2802,	-6000113,	28.1803,	2.78423,	1.42243,	228.952,	15
2803,	6000113,	55.2724,	1.4557,	0.257898,	124.936,	15
2803,	-6000113,	45.9209,	2.79149,	-2.64872,	375.785,	15
2804,	6000113,	74.4983,	-0.0234072,	1.00999,	74.5187,	15
2804,	-6000113,	78.3256,	-0.388381,	-1.17875,	84.3076,	15
2805,	6000113,	53.1601,	-1.59581,	-2.05275,	136.49,	15
2805,	-6000113,	68.9935,	-1.11311,	0.674468,	116.335,	15
2806,	6000113,	65.3506,	0.370704,	0.51614,	69.8926,	15
2806,	-6000113,	65.0273,	0.455731,	3.10615,	71.8977,	15
2807,	6000113,	54.9071,	1.38853,	2.57912,	116.908,	15
2807,	-6000113,	53.8383,	0.150014,	-0.423641,	54.4453,	15
2808,	6000113,	61.226,	0.950031,	-1.92957,	90.9978,	15
2808,	-6000113,	59.7222,	0.628113,	1.30185,	71.8956,	15
2809,	6000113,	43.1589,	-3.183,	-1.12561,	521.372,	15
2809,	-6000113,	66.275,	-2.082,	1.9941,	269.912,	15
2810,	6000113,	54.0348,	2.41018,	-1.26331,	303.292,	15
2810,	-6000113,	49.589,	1.18562,	1.89658,	88.7217,	15
2811,	6000113,	91.798,	-0.166683,	1.16912,	93.0762,	15
2811,	-6000113,	33.4503,	0.791664,	-2.1926,	44.4915,	15
2812,	6000113,	46.2737,	3.49792,	1.31793,	765.296,	15
2812,	-6000113,	67.8073,	2.58382,	-1.50566,	451.705,	15
2813,	6000113,	44.1731,	1.74997,	1.22011,	130.934,	15
2813,	-6000113,	46.6239,	3.29199,	-1.94074,	627.87,	15
2814,	6000113,	122.501,	2.36031,	-1.71435,	654.685,	15
2814,	-6000113,	90.18,	2.02335,	1.21301,	347.004,	15
2815,	6000113,	74.7484,	1.65049,	0.588005,	201.877,	15
2815,	-6000113,	123.143,	1.49123,	-1.90718,	287.393,	15
2816,	6000113,	81.7352,	-0.114893,	-1.23153,	82.2752,	15
2816,	-6000113,	47.0142,	0.0173952,	2.17442,	47.0213,	15
2817,	6000113,	55.7724,	1.14247,	2.21382,	96.3062,	15
2817,	-6000113,	89.2441,	1.94442,	0.481034,	318.275,	15
2818,	6000113,	55.8905,	-0.239485,	1.23439,	57.501,	15
2818,	-6000113,	59.5884,	-1.10586,	-1.40715,	99.8926,	15
2819,	6000113,	20.1321,	4.56883,	-0.963993,	970.78,	15
2819,	-6000113,	108.755,	2.86252,	2.15731,	955.022,	15
2820,	6000113,	147.068,	-0.912965,	1.71668,	212.736,	15
2820,	-6000113,	30.0561,	-2.44689,	0.700192,	174.91,	15
2821,	6000113,	78.0572,	-2.57667,	2.80335,	516.323,	15
2821,	-6000113,	50.6599,	-3.37817,	-0.514843,	743.467,	15
2822,	6000113,	48.9265,	1.18041,	-1.73493,	87.1592,	15
2822,	-6000113,	24.9737,	-1.1444,	1.42636,	43.1918,	15
2823,	6000113,	79.4573,	-0.923752,	0.0201178,	115.839,	15
2823,	-6000113,	110.594,	-0.159079,	-1.1519,	111.996,	15
2824,	6000113,	43.4867,	-0.422228,	-1.38325,	47.421,	15
2824,	-6000113,	87.5355,	-0.516009,	1.58206,	99.4502,	15
2825,	6000113,	73.1787,	1.67872,	-2.72626,	202.898,	15
2825,	-6000113,	55.2403,	0.760806,	-0.775074,	72.0137,	15
2826,	6000113,	50.9284,	0.245098,	-0.028919,	52.4658,	15
2826,	-6000113,	59.4197,	-0.786611,	-3.12176,	78.7705,	15
2827,	6000113,	48.1556,	-1.06873,	1.31413,	78.3762,	15
2827,	-6000113,	25.6168,	1.40213,	-1.37195,	55.2033,	15
2828,	6000113,	115.091,	-0.752854,	-1.11499,	149.277,	15
2828,	-6000113,	43.5311,	-1.55598,	-2.8278,	107.755,	15
2829,	6000113,	39.485,	3.91881,	-2.36069,	994.237,	15
2829,	-6000113,	69.1412,	2.55268,	-0.13333,	446.63,	15
2830,	6000113,	49.7527,	0.133314,	1.78004,	50.1955,	15
2830,	-6000113,	44.4959,	-1.55108,	-0.758974,	109.651,	15
2831,	6000113,	75.3363,	-0.997689,	-0.699383,	116.046,	15
2831,	-6000113,	25.8906,	-3.43401,	-0.943814,	401.731,	15
2832,	6000113,	64.6113,	1.04475,	-1.9104,	103.199,	15
2832,	-6000113,	107.199,	2.21431,	1.17905,	496.562,	15
2833,	6000113,	104.2,	1.61339,	0.874518,	271.911,	15
2833,	-6000113,	51.0747,	2.09942,	-2.79864,	211.55,	15
2834,	6000113,	46.666,	-1.11879,	-0.347026,	79.0479,	15
2834,	-6000113,	61.5132,	0.273407,	2.71141,	63.8267,	15
2835,	6000113,	58.3363,	-1.53645,	1.24525,	141.851,	15
2835,	-6000113,	53.6496,	-0.421581,	-1.74565,	58.4882,	15
2836,	6000113,	34.4487,	-1.04767,	-3.0422,	55.1479,	15
2836,	-6000113,	99.9857,	0.421488,	1.24582,	108.999,	15
2837,	6000113,	67.2635,	-0.787911,	-2.3259,	89.2449,	15
2837,	-6000113,	59.0176,	-0.393802,	0.579918,	63.6533,	15
2838,	6000113,	76.062,	0.624271,	0.171836,	91.3708,	15
2838,	-6000113,	58.1447,	-0.333858,	-1.73174,	61.4153,	15
2839,	6000113,	16.8856,	2.03823,	-0.756073,	65.9154,	15
2839,	-6000113,	25.2089,	-1.64164,	-1.10517,	67.5256,	15
2840,	6000113,	54.5494,	-2.88749,	0.586537,	491.052,	15
2840,	-6000113,	52.309,	-1.83561,	-2.79958,	168.133,	15
2841,	6000113,	54.6337,	0.338201,	-2.71811,	57.7881,	15
2841,	-6000113,	71.4152,	-0.0854898,	0.0621333,	71.6764,	15
2842,	6000113,	57.9176,	1.08096,	-1.52979,	95.1811,	15
2842,	-6000113,	48.2149,	-0.155845,	1.43295,	48.8016,	15
2843,	6000113,	319.113,	0.0402655,	-0.790765,	319.372,	15
2843,	-6000113,	4.59867,	-2.05745,	2.59652,	18.2883,	15
2844,	6000113,	166.995,	-0.600919,	-2.80278,	198.065,	15
2844,	-6000113,	33.5817,	-2.01102,	2.8791,	127.691,	15
2845,	6000113,	104.433,	-2.25756,	1.8727,	504.638,	15
2845,	-6000113,	40.3084,	-1.71495,	-0.424376,	115.611,	15
2846,	6000113,	20.4781,	-0.968365,	2.97946,	30.8538,	15
2846,	-6000113,	107.873,	0.638523,	0.579914,	130.621,	15
2847,	6000113,	70.3436,	-0.606449,	-2.88927,	83.6804,	15
2847,	-6000113,	58.823,	-1.41763,	1.19119,	128.517,	15
2848,	6000113,	45.9056,	-0.0340302,	1.84731,	45.9322,	15
2848,	-6000113,	79.2654,	-0.782163,	-1.03589,	104.773,	15
2849,	6000113,	54.7779,	-0.605223,	2.09311,	65.1203,	15
2849,	-6000113,	44.5686,	-1.95145,	-1.05719,	160.023,	15
2850,	6000113,	73.8826,	0.477683,	-0.236466,	82.4734,	15
2850,	-6000113,	75.0786,	0.0487832,	-2.96884,	75.1679,	15
2851,	6000113,	63.8205,	0.458647,	0.275387,	70.6515,	15
2851,	-6000113,	63.9925,	0.338035,	-3.00382,	67.6836,	15
2852,	6000113,	48.4307,	0.565183,	-1.14745,	56.3739,	15
2852,	-6000113,	51.3104,	-0.784737,	2.19092,	67.9368,	15
2853,	6000113,	47.1114,	-1.69207,	-0.561963,	132.261,	15
2853,	-6000113,	72.4533,	-0.832502,	2.40323,	99.0445,	15
2854,	6000113,	56.6004,	2.10257,	1.89445,	235.155,	15
2854,	-6000113,	94.7542,	2.20353,	-0.0743381,	434.323,	15
2855,	6000113,	48.0622,	-0.0168376,	-0.991915,	48.069,	15
2855,	-6000113,	74.931,	-0.698525,	1.64955,	93.9673,	15
2856,	6000113,	65.4944,	0.539513,	-3.10279,	75.2597,	15
2856,	-6000113,	59.9951,	1.25389,	0.69796,	113.67,	15
2857,	6000113,	76.6136,	-1.56826,	2.44045,	191.79,	15
2857,	-6000113,	49.2777,	-1.71723,	-0.765796,	141.64,	15
2858,	6000113,	104.134,	2.38597,	1.74861,	570.74,	15
2858,	-6000113,	50.3609,	2.94522,	-0.152211,	480.127,	15
2859,	6000113,	72.6015,	-0.483774,	-1.61411,	81.2642,	15
2859,	-6000113,	63.8061,	-0.968783,	1.28339,	96.1647,	15
2860,	6000113,	52.3269,	-0.827861,	3.01378,	71.3058,	15
2860,	-6000113,	45.0332,	-2.6153,	-0.0953634,	309.48,	15
2861,	6000113,	32.3982,	3.79247,	-2.53231,	719.05,	15
2861,	-6000113,	48.7019,	1.79132,	1.1591,	150.101,	15
2862,	6000113,	17.3993,	1.00596,	-2.25226,	26.9709,	15
2862,	-6000113,	29.862,	4.06188,	1.77426,	867.5,	15
2863,	6000113,	86.3861,	-1.23586,	-0.507349,	161.193,	15
2863,	-6000113,	47.6766,	-0.17539,	2.6032,	48.4118,	15
2864,	6000113,	67.8612,	-1.74144,	-1.86872,	199.539,	15
2864,	-6000113,	155.776,	-1.1041,	1.17538,	260.77,	15
2865,	6000113,	104.969,	-0.0210503,	-2.60098,	104.992,	15
2865,	-6000113,	36.5487,	1.02644,	-0.714299,	57.5533,	15
2866,	6000113,	72.1623,	-0.263852,	1.61815,	74.6888,	15
2866,	-6000113,	61.69,	-0.095229,	-1.45008,	61.9699,	15
2867,	6000113,	47.2559,	1.89903,	-2.79698,	161.358,	15
2867,	-6000113,	43.6207,	0.110856,	0.101194,	43.889,	15
2868,	6000113,	78.6596,	0.42913,	-2.21136,	86.0142,	15
2868,	-6000113,	67.718,	-0.280707,	0.908987,	70.4036,	15
2869,	6000113,	53.9604,	1.33551,	-2.14248,	109.674,	15
2869,	-6000113,	81.642,	2.36753,	1.84733,	439.426,	15
2870,	6000113,	198.883,	0.691905,	-1.39112,	248.418,	15
2870,	-6000113,	350.093,	0.741509,	2.02184,	450.832,	15
2871,	6000113,	48.9751,	2.82874,	-0.857368,	415.878,	15
2871,	-6000113,	76.114,	2.26089,	1.71297,	368.997,	15
2872,	6000113,	32.8711,	-2.35029,	2.05633,	173.953,	15
2872,	-6000113,	75.0096,	-0.995929,	-1.11328,	115.388,	15
2873,	6000113,	25.8522,	0.911468,	2.69696,	37.3552,	15
2873,	-6000113,	53.5781,	-1.58542,	1.99979,	136.254,	15
2874,	6000113,	31.2678,	-3.2919,	1.60561,	421.04,	15
2874,	-6000113,	14.2075,	0.0826807,	-1.68004,	14.2561,	15
2875,	6000113,	32.7349,	1.88291,	-0.290052,	110.067,	15
2875,	-6000113,	4.78638,	-2.90804,	-0.194709,	43.9758,	15
2876,	6000113,	113.928,	-2.11481,	0.201432,	478.993,	15
2876,	-6000113,	70.2919,	-2.99322,	2.84691,	702.92,	15
2877,	6000113,	61.9713,	-3.30017,	2.03519,	841.391,	15
2877,	-6000113,	65.2566,	-3.14578,	-0.519568,	759.616,	15
2878,	6000113,	148.126,	1.30325,	-0.135468,	292.762,	15
2878,	-6000113,	165.335,	0.750183,	2.95848,	214.081,	15
2879,	6000113,	121.553,	-2.37319,	2.25408,	657.888,	15
2879,	-6000113,	34.7353,	-2.75394,	-1.41683,	273.855,	15
2880,	6000113,	59.4662,	-0.0137023,	-1.73837,	59.4717,	15
2880,	-6000113,	60.6386,	-0.49632,	1.60578,	68.2618,	15
2881,	6000113,	59.0027,	0.194075,	1.60831,	60.1174,	15
2881,	-6000113,	54.0503,	-0.742681,	-1.12897,	69.6545,	15
2882,	6000113,	65.1106,	-0.264202,	0.533301,	67.3963,	15
2882,	-6000113,	58.7785,	-1.26676,	-2.12537,	112.593,	15
2883,	6000113,	64.0455,	-1.44438,	-1.72706,	143.305,	15
2883,	-6000113,	59.609,	-1.13471,	1.46802,	102.282,	15
2884,	6000113,	11.0216,	1.18765,	-0.739876,	19.7523,	15
2884,	-6000113,	7.87508,	-3.83662,	1.51041,	182.662,	15
2885,	6000113,	90.2945,	0.218637,	-1.96508,	92.4613,	15
2885,	-6000113,	184.232,	1.41713,	-0.548993,	402.331,	15
2886,	6000113,	52.4228,	0.72873,	1.43714,	66.9693,	15
2886,	-6000113,	70.3603,	1.06794,	-1.78588,	114.445,	15
2887,	6000113,	41.8283,	0.328545,	-2.72291,	44.1062,	15
2887,	-6000113,	46.3063,	2.1909,	0.205596,	209.654,	15
2888,	6000113,	29.1773,	-2.32719,	1.28096,	150.943,	15
2888,	-6000113,	31.021,	0.481833,	-3.13861,	34.6921,	15
2889,	6000113,	66.1094,	0.162378,	-0.500362,	66.9829,	15
2889,	-6000113,	60.6987,	-0.816804,	2.9236,	82.0979,	15
2890,	6000113,	65.1301,	-2.25535,	-2.01547,	314.04,	15
