variation_index,variation_name,variation_axis,variation_direction,run_tag,bottom_grid_tag,charm_grid_tag,u2_min,u2_max,u2_min_open,u2_max_open,peak_N,peak_u2,has_sensitivity,mass_GeV,flavor,n_events,n_hits,n_hits_eval,decay_samples,hit_estimator,event_chunk,seed_salt
1,scale_muR0p5_muF0p5,scale,scale_muR0p5_muF0p5,band_scale_muR0p5_muF0p5_b0277fc5_cfg81825753,scale_muR0p5_muF0p5,scale_muR0p5_muF0p5,1.3709474473064944e-05,,False,True,7226620.00352661,0.1,True,0.305,Utau,662958,5589,5589,50,exact,1000,
1,scale_muR0p5_muF0p5,scale,scale_muR0p5_muF0p5,band_scale_muR0p5_muF0p5_b0277fc5_cfg81825753,scale_muR0p5_muF0p5,scale_muR0p5_muF0p5,3.820259931359177e-06,,False,True,807645.2881750042,0.0089073546386104,True,0.5,Utau,662958,5287,5287,50,exact,1000,
1,scale_muR0p5_muF0p5,scale,scale_muR0p5_muF0p5,band_scale_muR0p5_muF0p5_b0277fc5_cfg81825753,scale_muR0p5_muF0p5,scale_muR0p5_muF0p5,1.1696314710449706e-06,,False,True,369619.0247637035,0.0017027691722259,True,0.7,Utau,662958,5091,5091,50,exact,1000,
1,scale_muR0p5_muF0p5,scale,scale_muR0p5_muF0p5,band_scale_muR0p5_muF0p5_b0277fc5_cfg81825753,scale_muR0p5_muF0p5,scale_muR0p5_muF0p5,5.896415668813103e-07,0.0566747347060348,False,False,96852.69867743416,0.0004198707084443,True,0.9,Utau,662958,4874,4874,50,exact,1000,
1,scale_muR0p5_muF0p5,scale,scale_muR0p5_muF0p5,band_scale_muR0p5_muF0p5_b0277fc5_cfg81825753,scale_muR0p5_muF0p5,scale_muR0p5_muF0p5,5.297918023435541e-07,0.0288117453034685,False,False,42247.73839156331,0.0002523539170434,True,1.0,Utau,662958,4970,4970,50,exact,1000,
1,scale_muR0p5_muF0p5,scale,scale_muR0p5_muF0p5,band_scale_muR0p5_muF0p5_b0277fc5_cfg81825753,scale_muR0p5_muF0p5,scale_muR0p5_muF0p5,3.945236110483885e-07,0.0088419488800056,False,False,10636.391989317422,9.115888299750836e-05,True,1.2,Utau,662958,4756,4756,50,exact,1000,
1,scale_muR0p5_muF0p5,scale,scale_muR0p5_muF0p5,band_scale_muR0p5_muF0p5_b0277fc5_cfg81825753,scale_muR0p5_muF0p5,scale_muR0p5_muF0p5,5.206363392371723e-07,0.0033563656164619,False,False,1632.044190384663,5.478901179593945e-05,True,1.4,Utau,662958,4715,4715,50,exact,1000,
1,scale_muR0p5_muF0p5,scale,scale_muR0p5_muF0p5,band_scale_muR0p5_muF0p5_b0277fc5_cfg81825753,scale_muR0p5_muF0p5,scale_muR0p5_muF0p5,6.718717420745426e-07,0.0014366605192602,False,False,633.045362528009,0.0001956398343517,True,1.6,Utau,562958,4093,4093,50,exact,1000,
1,scale_muR0p5_muF0p5,scale,scale_muR0p5_muF0p5,band_scale_muR0p5_muF0p5_b0277fc5_cfg81825753,scale_muR0p5_muF0p5,scale_muR0p5_muF0p5,5.59857424339208e-07,0.0006474419429476,False,False,299.1598493283317,0.0001035321843295,True,1.8,Utau,299999,2424,2424,50,exact,1000,
1,scale_muR0p5_muF0p5,scale,scale_muR0p5_muF0p5,band_scale_muR0p5_muF0p5_b0277fc5_cfg81825753,scale_muR0p5_muF0p5,scale_muR0p5_muF0p5,4.4139019782028945e-07,0.0003123350680099,False,False,158.6796199855317,5.478901179593945e-05,True,2.0,Utau,299999,2421,2421,50,exact,1000,
